Turn,User_Message,Mode,HF_Label,IBM_Label,Final_Label,Bot_Response,Tokens_Used,Cost_USD,Response_Words,HF_joy,HF_sadness,HF_anger,HF_fear,HF_disgust,HF_surprise,IBM_joy,IBM_sadness,IBM_anger,IBM_fear,IBM_disgust,IBM_surprise,Merged_joy,Merged_sadness,Merged_anger,Merged_fear,Merged_disgust,Merged_surprise
28,"But honestly, I'm starting to feel a bit overwhelmed. Like, is it normal to be this happy? Part of me keeps waiting for something to go wrong.",1️⃣ Rule → LLM (Emotion label only),surprise,joy,fear,"It’s completely normal to feel overwhelmed, especially after experiencing so many positive changes all at once. Happiness can stir up a mix of emotions, including the fear of things changing or not lasting. It's understandable to have those thoughts, but try to remind yourself that you deserve this joy and success. Taking a moment to breathe and ground yourself can help. How about sharing what specifically feels overwhelming for you?",809,0.000157,70,0.13448314368724823,0.192203551530838,0.12037233263254166,0.9747614860534668,0,0.9779819846153259,0.345507,0.308155,0.069834,0.30041,0.026372,0,0.21889268621234895,0.2385841309185028,0.100156999579525,0.7050208916320801,0.0105488,0.5867891907691956
29,"But honestly, I'm starting to feel a bit overwhelmed. Like, is it normal to be this happy? Part of me keeps waiting for something to go wrong.",2️⃣ Array → LLM (Full emotion vector),surprise,joy,fear,"It’s completely understandable to feel overwhelmed, especially when so many wonderful things are happening all at once. Sometimes, when we experience a surge of happiness and success, it can feel a bit surreal, and it’s natural to worry about what might come next. You’re not alone in feeling that way—many people struggle with thoughts of anticipating potential setbacks after achieving something great. 

Remember to take a moment to embrace your joy and recognize that you deserve every bit of happiness coming your way. Allow yourself to celebrate these milestones without the weight of doubt. It’s okay to feel a mix of emotions during this exciting time. Just know that you have the strength and capability to handle whatever comes next. How can I support you in navigating these feelings?",1147,0.000239,129,0.13448314368724823,0.192203551530838,0.12037233263254166,0.9747614860534668,0,0.9779819846153259,0.345507,0.308155,0.069834,0.30041,0.026372,0,0.21889268621234895,0.2385841309185028,0.100156999579525,0.7050208916320801,0.0105488,0.5867891907691956
30,"But honestly, I'm starting to feel a bit overwhelmed. Like, is it normal to be this happy? Part of me keeps waiting for something to go wrong.",3️⃣ LLM Only (No rule-based input),surprise,joy,fear,"It's completely normal to feel overwhelmed, especially after such a whirlwind of achievements and positive experiences! While it’s amazing to celebrate your successes, it’s also common to have some worries or fears about what’s next. Just remember that it’s okay to feel a mix of emotions. Allow yourself to enjoy this happiness—you’ve earned it! If you need to talk about what’s on your mind, I’m here for you.",855,0.000166,68,0.13448314368724823,0.192203551530838,0.12037233263254166,0.9747614860534668,0,0.9779819846153259,0.345507,0.308155,0.069834,0.30041,0.026372,0,0.21889268621234895,0.2385841309185028,0.100156999579525,0.7050208916320801,0.0105488,0.5867891907691956
31,I keep replaying the job offer email in my head. What if they realize they made a mistake and take it back?,1️⃣ Rule → LLM (Emotion label only),anger,sadness,sadness,"It’s completely natural to have those worries, especially when something so significant happens. You’ve worked incredibly hard for this opportunity, and it’s understandable to feel a bit anxious about it. Remember, they chose you for a reason, and it reflects your skills and potential. It might help to focus on the excitement and trust that you earned this. If those thoughts become overwhelming, taking a moment to acknowledge them and then redirecting your focus to the positive aspects may be helpful. How are you coping with those feelings?",944,0.000188,88,0.3282443881034851,0.9102049469947815,0.9506137371063232,0.6929952502250671,0,0.05981163680553436,0.113275,0.612506,0.044576,0.055252,0.012414,0,0.24225663286209104,0.7911253681968689,0.5881986422637939,0.4378979501350403,0.004965600000000001,0.03588698208332062
32,I keep replaying the job offer email in my head. What if they realize they made a mistake and take it back?,2️⃣ Array → LLM (Full emotion vector),anger,sadness,sadness,"It’s completely natural to have those worries, especially when something so exciting and life-changing is happening. The fear of the unexpected can creep in, even when everything seems positive. Just know that you’ve earned this opportunity through your hard work and dedication. They chose you for a reason! 

It might help to focus on the skills and qualities that got you this offer in the first place. Trust in your abilities and remember that it's okay to feel a little anxious about the future. You're not alone in feeling this way. If you need to talk more about your concerns or anything else on your mind, I’m here for you.",1306,0.000253,110,0.3282443881034851,0.9102049469947815,0.9506137371063232,0.6929952502250671,0,0.05981163680553436,0.113275,0.612506,0.044576,0.055252,0.012414,0,0.24225663286209104,0.7911253681968689,0.5881986422637939,0.4378979501350403,0.004965600000000001,0.03588698208332062
33,I keep replaying the job offer email in my head. What if they realize they made a mistake and take it back?,3️⃣ LLM Only (No rule-based input),anger,sadness,sadness,"It sounds like you're feeling anxious and possibly insecure about the job offer, which is completely understandable. It's a big change, and it's normal to have doubts or fears about it. Remember, they chose you for a reason! It’s important to try and focus on the excitement of this opportunity. If you need reassurance or want to talk more about your feelings, I'm here to listen.",964,0.000179,66,0.3282443881034851,0.9102049469947815,0.9506137371063232,0.6929952502250671,0,0.05981163680553436,0.113275,0.612506,0.044576,0.055252,0.012414,0,0.24225663286209104,0.7911253681968689,0.5881986422637939,0.4378979501350403,0.004965600000000001,0.03588698208332062
34,Don't get me wrong - I'm grateful for all of this. But I'm also nervous about starting the new job. What if I'm not good enough for them?,1️⃣ Rule → LLM (Emotion label only),fear,joy,fear,"It’s completely normal to feel nervous about starting a new job, especially one that means so much to you. Remember that they chose you for a reason—they saw your potential, skills, and what you can bring to the team. It’s okay to have self-doubt, but try to focus on the strengths that got you to this point. Starting a new role is a learning process, and it’s okay not to have everything figured out right away. Trust yourself and your abilities; you’ve worked hard to get here. How about taking a moment to reflect on what makes you feel confident?",1102,0.000219,100,0.3866475522518158,0.19190093874931335,0.2512698769569397,0.9967465400695801,0,0.330100417137146,0.411028,0.112474,0.025243,0.337117,0.009033,0,0.39639973135108947,0.160130163249588,0.1608591261741638,0.732894724041748,0.0036132,0.1980602502822876
35,Don't get me wrong - I'm grateful for all of this. But I'm also nervous about starting the new job. What if I'm not good enough for them?,2️⃣ Array → LLM (Full emotion vector),fear,joy,fear,"It’s completely natural to feel nervous about starting a new job, especially when it’s such a significant change in your life. While you’re experiencing joy and gratitude for your accomplishments, it’s understandable that fear and self-doubt can creep in. Remember, you were chosen for this role because they believe in your abilities and potential.

You don’t have to be perfect right from the start. Everyone goes through a learning curve, and it’s okay to take your time to settle in and find your rhythm. Trust in yourself and the skills that got you here. You are more capable than you might realize. It’s okay to feel this mix of emotions; it shows you care deeply about your next steps. If you want to talk more about your worries or what you’re looking forward to, I’m here for you!",1509,0.0003,138,0.3866475522518158,0.19190093874931335,0.2512698769569397,0.9967465400695801,0,0.330100417137146,0.411028,0.112474,0.025243,0.337117,0.009033,0,0.39639973135108947,0.160130163249588,0.1608591261741638,0.732894724041748,0.0036132,0.1980602502822876
36,Don't get me wrong - I'm grateful for all of this. But I'm also nervous about starting the new job. What if I'm not good enough for them?,3️⃣ LLM Only (No rule-based input),fear,joy,fear,"It's perfectly normal to feel nervous about starting a new job, especially one that means so much to you. It shows that you care about doing well. Remember, they believed in your abilities enough to offer you the position in the first place! It's okay to feel a mix of gratitude and nerves. You're not alone in this—many people feel similar worries when starting something new. Have you had any specific concerns or thoughts about what might make you feel more confident?",1095,0.000206,82,0.3866475522518158,0.19190093874931335,0.2512698769569397,0.9967465400695801,0,0.330100417137146,0.411028,0.112474,0.025243,0.337117,0.009033,0,0.39639973135108947,0.160130163249588,0.1608591261741638,0.732894724041748,0.0036132,0.1980602502822876
37,"I wonder if I should tell my current boss about the job offer yet, or should I wait? I don't want to seem ungrateful after all the praise.",1️⃣ Rule → LLM (Emotion label only),sadness,joy,sadness,"It’s understandable to feel torn about this decision. You clearly value your current boss's support and praise, which shows your sense of gratitude. It might help to consider how your boss might react. If you feel comfortable, sharing the news could lead to a supportive conversation, but if you’re worried about how it might be received, it’s okay to take a little more time to decide. Trust your instincts, and remember that it’s a big step that you’re navigating. How are you leaning right now?",1245,0.000233,85,0.3822847008705139,0.9988564252853394,0.13391155004501343,0.31605982780456543,0,0.15768156945705414,0.41115,0.321475,0.096742,0.102493,0.015885,0,0.39383082052230833,0.7279038551712036,0.11904373002700806,0.23063309668273926,0.006354,0.09460894167423248
38,"I wonder if I should tell my current boss about the job offer yet, or should I wait? I don't want to seem ungrateful after all the praise.",2️⃣ Array → LLM (Full emotion vector),sadness,joy,sadness,"I can sense that this is a tough decision for you, and it’s completely normal to feel a mix of emotions around it. You’re clearly grateful for the support and recognition from your current boss, but you also want to be honest about your situation. It’s a challenging position to be in.

When it comes to sharing your job offer, consider how it might impact your relationship with your current boss. It’s okay to let them know about the new opportunity when you’re ready, especially since you’ve put in so much effort. You deserve to pursue your dreams without feeling unappreciative. Trust your instincts and pick the right moment when you feel comfortable.

If you’d like, we can talk about how to approach the conversation with your boss or any other concerns you might have. You’ve come so far, and you’re navigating this well!",1721,0.000335,144,0.3822847008705139,0.9988564252853394,0.13391155004501343,0.31605982780456543,0,0.15768156945705414,0.41115,0.321475,0.096742,0.102493,0.015885,0,0.39383082052230833,0.7279038551712036,0.11904373002700806,0.23063309668273926,0.006354,0.09460894167423248
39,"I wonder if I should tell my current boss about the job offer yet, or should I wait? I don't want to seem ungrateful after all the praise.",3️⃣ LLM Only (No rule-based input),sadness,joy,sadness,"It sounds like you're feeling a mix of gratitude and uncertainty about how to approach your current boss regarding the job offer. It’s completely understandable to want to handle this situation delicately, especially since you value their support and praise. It might help to consider how you feel about your current job and what you hope to convey to your boss. Balancing honesty with gratitude can be tricky, but it’s important to prioritize what feels right for you. Would you like to talk more about your options?",1234,0.000229,87,0.3822847008705139,0.9988564252853394,0.13391155004501343,0.31605982780456543,0,0.15768156945705414,0.41115,0.321475,0.096742,0.102493,0.015885,0,0.39383082052230833,0.7279038551712036,0.11904373002700806,0.23063309668273926,0.006354,0.09460894167423248
40,"My friends are being really supportive, but I can sense some of them might be jealous. I don't want this to change our friendships.",1️⃣ Rule → LLM (Emotion label only),love,sadness,anger,"It’s tough to feel that tension, especially when you’re experiencing something so positive. It’s natural for friends to have mixed emotions, but it’s also important to focus on the joy and success you’ve worked hard for. Friendships can go through ups and downs, but open communication can really help. Have you thought about addressing how you feel with them? It might ease some of your worries and help maintain those relationships.",1365,0.000243,71,0.26027968525886536,0.24750392138957977,0.8881891369819641,0.17181093990802765,0,0.09684265404939651,0.275049,0.608894,0.092321,0.039882,0.01204,0,0.2661874111553192,0.3920599528337479,0.5698418821891784,0.1190393639448166,0.004816000000000001,0.058105592429637906
41,"My friends are being really supportive, but I can sense some of them might be jealous. I don't want this to change our friendships.",2️⃣ Array → LLM (Full emotion vector),love,sadness,anger,"It sounds like you’re in a really delicate situation, and it’s completely understandable to feel concerned about how your friends might react to your successes. While their support is wonderful, jealousy can sometimes surface when someone experiences significant achievements. It's natural to worry about how this might impact your friendships.

The good news is that open communication can often help alleviate those worries. If you feel comfortable, you might consider having honest conversations with your friends about your accomplishments while expressing your appreciation for their support. Acknowledging any tension can also help clear the air and strengthen your relationships.

Remember, true friends will celebrate your successes alongside you, even if there are moments of jealousy. Focus on the positive connections you have and the support that comes with them. It’s okay to feel a mix of emotions about this, and it’s great that you’re being thoughtful about your friendships. If you'd like to explore this further or need advice on how to approach your friends, I’m here for you!",1950,0.00038,169,0.26027968525886536,0.24750392138957977,0.8881891369819641,0.17181093990802765,0,0.09684265404939651,0.275049,0.608894,0.092321,0.039882,0.01204,0,0.2661874111553192,0.3920599528337479,0.5698418821891784,0.1190393639448166,0.004816000000000001,0.058105592429637906
42,"My friends are being really supportive, but I can sense some of them might be jealous. I don't want this to change our friendships.",3️⃣ LLM Only (No rule-based input),love,sadness,anger,"It sounds like you're feeling a mix of happiness and concern right now. It's great that your friends are being supportive, but I can understand how it would weigh on you to sense any jealousy. Friendships can be complex, especially when it comes to significant achievements. It’s completely normal to worry about how this might affect your relationships. Have you considered talking to them about how you’re feeling?",1347,0.000237,68,0.26027968525886536,0.24750392138957977,0.8881891369819641,0.17181093990802765,0,0.09684265404939651,0.275049,0.608894,0.092321,0.039882,0.01204,0,0.2661874111553192,0.3920599528337479,0.5698418821891784,0.1190393639448166,0.004816000000000001,0.058105592429637906
