user,mode,hf_label,ibm_label,final_label,hf_scores,ibm_scores,merged_scores,bot_reply,tokens_used,cost_usd
I don't understand. Why wouldn't they tell me? We talk almost every day.,2️⃣ Array → LLM (Full emotion vector),fear,sadness,sadness,"{'sadness': 0.7505489587783813, 'joy': 0.386373370885849, 'love': 0.03874904662370682, 'anger': 0.8571335077285767, 'fear': 0.8845474123954773, 'surprise': 0.08386985957622528}","{'sadness': 0.465163, 'joy': 0.142462, 'fear': 0.174049, 'disgust': 0.049867, 'anger': 0.11792}","{'joy': 0.2888088225315094, 'sadness': 0.6363945752670288, 'anger': 0.561448104637146, 'fear': 0.6003480474372863, 'disgust': 0.0199468, 'surprise': 0.05032191574573517}","It’s really tough to wrap your head around that, especially since you have a close relationship and communicate regularly. It makes sense to feel hurt and confused—when you’re that connected to someone, it’s natural to expect them to share these kinds of things with you. Their lack of communication can feel really dismissive, and it’s understandable to feel angry and sad about it. You deserve to be included and to feel valued in this friendship. Do you think it might help to share your feelings with them more directly, or are you looking for another way to process this?",611,0.000143
I don't understand. Why wouldn't they tell me? We talk almost every day.,3️⃣ LLM Only (No rule-based input),fear,sadness,sadness,"{'sadness': 0.7505489587783813, 'joy': 0.386373370885849, 'love': 0.03874904662370682, 'anger': 0.8571335077285767, 'fear': 0.8845474123954773, 'surprise': 0.08386985957622528}","{'sadness': 0.465163, 'joy': 0.142462, 'fear': 0.174049, 'disgust': 0.049867, 'anger': 0.11792}","{'joy': 0.2888088225315094, 'sadness': 0.6363945752670288, 'anger': 0.561448104637146, 'fear': 0.6003480474372863, 'disgust': 0.0199468, 'surprise': 0.05032191574573517}","It sounds like you're feeling really confused and perhaps even betrayed right now. When you have regular communication with friends, it can feel especially hurtful to find out about something significant like a trip without being informed. It's natural to wonder why they would leave you out. Do you want to explore what might be going on or how to approach this further?",364,8.6e-05
Do you think I should just stop trying with them?,1️⃣ Rule → LLM (Emotion label only),anger,anger,anger,"{'sadness': 0.2254895716905594, 'joy': 0.34818360209465027, 'love': 0.055561043322086334, 'anger': 0.9876870512962341, 'fear': 0.7255842089653015, 'surprise': 0.1378839910030365}","{'sadness': 0.251515, 'joy': 0.022748, 'fear': 0.156745, 'disgust': 0.078072, 'anger': 0.259429}","{'joy': 0.21800936125679016, 'sadness': 0.23589974301433564, 'anger': 0.6963838307777406, 'fear': 0.4980485253791809, 'disgust': 0.0312288, 'surprise': 0.0827303946018219}","I understand why you’re feeling that way. It’s really frustrating to put in effort and not feel reciprocated. It might be worth taking a step back to think about what you want out of this friendship. If you’re feeling undervalued, it’s okay to prioritize your own well-being. Sometimes, giving yourself some space can help clarify things. How do you feel about that idea?",528,0.000115
Do you think I should just stop trying with them?,2️⃣ Array → LLM (Full emotion vector),anger,anger,anger,"{'sadness': 0.2254895716905594, 'joy': 0.34818360209465027, 'love': 0.055561043322086334, 'anger': 0.9876870512962341, 'fear': 0.7255842089653015, 'surprise': 0.1378839910030365}","{'sadness': 0.251515, 'joy': 0.022748, 'fear': 0.156745, 'disgust': 0.078072, 'anger': 0.259429}","{'joy': 0.21800936125679016, 'sadness': 0.23589974301433564, 'anger': 0.6963838307777406, 'fear': 0.4980485253791809, 'disgust': 0.0312288, 'surprise': 0.0827303946018219}","It’s completely understandable to feel that way, especially given the hurt and frustration you've been experiencing. It can feel overwhelming when the people you care about don’t seem to reciprocate that care in the way you need. Taking a step back and reassessing your friendships can be a healthy response when you're feeling so hurt. You deserve friends who appreciate and value you, and it’s okay to prioritize your well-being. If you decide to take a break or stop trying, make sure it’s what feels right for you. Your feelings are valid, and it’s important to honor them. How are you feeling about this idea?",754,0.000169
Do you think I should just stop trying with them?,3️⃣ LLM Only (No rule-based input),anger,anger,anger,"{'sadness': 0.2254895716905594, 'joy': 0.34818360209465027, 'love': 0.055561043322086334, 'anger': 0.9876870512962341, 'fear': 0.7255842089653015, 'surprise': 0.1378839910030365}","{'sadness': 0.251515, 'joy': 0.022748, 'fear': 0.156745, 'disgust': 0.078072, 'anger': 0.259429}","{'joy': 0.21800936125679016, 'sadness': 0.23589974301433564, 'anger': 0.6963838307777406, 'fear': 0.4980485253791809, 'disgust': 0.0312288, 'surprise': 0.0827303946018219}","It sounds like you’re feeling really frustrated and might be considering stepping back from the friendship. That’s a tough decision to make, especially when you’ve invested so much time and energy into these relationships. It’s completely valid to feel this way. What do you think would help you feel better in this situation?",445,9.5e-05
"""I'm worried that I did something to upset them and they didn't tell me directly.",1️⃣ Rule → LLM (Emotion label only),fear,fear,fear,"{'sadness': 0.4482153356075287, 'joy': 0.15398366749286652, 'love': 0.0707518607378006, 'anger': 0.8332270383834839, 'fear': 0.9883714318275452, 'surprise': 0.08236963301897049}","{'sadness': 0.112881, 'joy': 0.004244, 'fear': 0.503968, 'disgust': 0.005475, 'anger': 0.212824}","{'joy': 0.0940878004957199, 'sadness': 0.3140816013645172, 'anger': 0.5850658230300904, 'fear': 0.794610059096527, 'disgust': 0.00219, 'surprise': 0.049421779811382294}","It’s completely natural to feel worried about that. When we care about our friends, it’s hard not to second-guess ourselves, especially if communication feels off. Remember, just because they didn’t include you or talk about it doesn’t mean you did something wrong. Friendships can sometimes become complicated. If you’re comfortable, it could help to share your concerns with them. It might provide some clarity and help you understand where they’re coming from. How does that sound to you?",651,0.000142
"""I'm worried that I did something to upset them and they didn't tell me directly.",2️⃣ Array → LLM (Full emotion vector),fear,fear,fear,"{'sadness': 0.4482153356075287, 'joy': 0.15398366749286652, 'love': 0.0707518607378006, 'anger': 0.8332270383834839, 'fear': 0.9883714318275452, 'surprise': 0.08236963301897049}","{'sadness': 0.112881, 'joy': 0.004244, 'fear': 0.503968, 'disgust': 0.005475, 'anger': 0.212824}","{'joy': 0.0940878004957199, 'sadness': 0.3140816013645172, 'anger': 0.5850658230300904, 'fear': 0.794610059096527, 'disgust': 0.00219, 'surprise': 0.049421779811382294}","It’s completely natural to feel worried about whether you might have done something to upset your friends. That fear can really weigh on you, especially when you value those relationships. It sounds like you care a lot about them and want to understand what’s going on. It can be really hard to navigate that uncertainty when communication feels off. Remember, their choice not to include you could stem from their own issues rather than anything you did. If you feel comfortable, it might be worth asking them directly about your concerns, but only if that feels right for you. You deserve clarity and reassurance. How do you feel about reaching out again?",905,0.000192
"""I'm worried that I did something to upset them and they didn't tell me directly.",3️⃣ LLM Only (No rule-based input),fear,fear,fear,"{'sadness': 0.4482153356075287, 'joy': 0.15398366749286652, 'love': 0.0707518607378006, 'anger': 0.8332270383834839, 'fear': 0.9883714318275452, 'surprise': 0.08236963301897049}","{'sadness': 0.112881, 'joy': 0.004244, 'fear': 0.503968, 'disgust': 0.005475, 'anger': 0.212824}","{'joy': 0.0940878004957199, 'sadness': 0.3140816013645172, 'anger': 0.5850658230300904, 'fear': 0.794610059096527, 'disgust': 0.00219, 'surprise': 0.049421779811382294}","It sounds like you're feeling anxious and insecure about the situation, wondering if you might have unknowingly upset your friends. That’s a really tough place to be, especially when communication seems unclear. It's natural to worry about relationships and want to understand what’s happening. Would it help to talk about specific concerns you have, or explore ways to address this with them?",542,0.000114
Should I confront them about it?,1️⃣ Rule → LLM (Emotion label only),anger,joy,fear,"{'sadness': 0.3013915419578552, 'joy': 0.1806247979402542, 'love': 0.048022959381341934, 'anger': 0.9550409317016602, 'fear': 0.954050600528717, 'surprise': 0.12392198294401169}","{'sadness': 0.200978, 'joy': 0.230543, 'fear': 0.212224, 'disgust': 0.085118, 'anger': 0.129085}","{'joy': 0.20059207876415253, 'sadness': 0.2612261251747131, 'anger': 0.624658559020996, 'fear': 0.6573199603172302, 'disgust': 0.0340472, 'surprise': 0.07435318976640701}","It makes sense to feel fearful about confronting them, especially when you’re worried about how they might react. However, having an open conversation could help clear the air and ease some of your concerns. If you decide to talk to them, you might approach it gently by expressing how you feel rather than placing blame. This way, it opens up dialogue and helps them understand your perspective. Remember, you deserve to be heard and to know where you stand in the friendship. Whatever you decide, trust your instincts. How are you leaning toward handling it?",774,0.000165
Should I confront them about it?,2️⃣ Array → LLM (Full emotion vector),anger,joy,fear,"{'sadness': 0.3013915419578552, 'joy': 0.1806247979402542, 'love': 0.048022959381341934, 'anger': 0.9550409317016602, 'fear': 0.954050600528717, 'surprise': 0.12392198294401169}","{'sadness': 0.200978, 'joy': 0.230543, 'fear': 0.212224, 'disgust': 0.085118, 'anger': 0.129085}","{'joy': 0.20059207876415253, 'sadness': 0.2612261251747131, 'anger': 0.624658559020996, 'fear': 0.6573199603172302, 'disgust': 0.0340472, 'surprise': 0.07435318976640701}","It's completely understandable to feel a mix of anger and fear about confronting them, especially when you’re feeling hurt and left out. If you decide to bring it up, it’s important to approach the conversation with honesty about how you’re feeling. You have every right to express your feelings, and doing so could bring some much-needed clarity. Just remember to take care of yourself during this process—it's okay to prioritize your own emotional well-being. If you choose to confront them, think about what you want to achieve from the conversation. Trust your instincts, and know that you deserve to be heard. How are you feeling about the idea of confronting them?",1049,0.000216
Should I confront them about it?,3️⃣ LLM Only (No rule-based input),anger,joy,fear,"{'sadness': 0.3013915419578552, 'joy': 0.1806247979402542, 'love': 0.048022959381341934, 'anger': 0.9550409317016602, 'fear': 0.954050600528717, 'surprise': 0.12392198294401169}","{'sadness': 0.200978, 'joy': 0.230543, 'fear': 0.212224, 'disgust': 0.085118, 'anger': 0.129085}","{'joy': 0.20059207876415253, 'sadness': 0.2612261251747131, 'anger': 0.624658559020996, 'fear': 0.6573199603172302, 'disgust': 0.0340472, 'surprise': 0.07435318976640701}","It seems like you're feeling uncertain and possibly a bit anxious about how to approach the situation. Confronting them could be a way to get clarity and express how you feel, but it's understandable to worry about how they might react. How do you think they might respond, and what do you hope to achieve by talking to them?",622,0.000123
What if I'm overreacting? Maybe I should just let it go,1️⃣ Rule → LLM (Emotion label only),sadness,sadness,sadness,"{'sadness': 0.9354473352432251, 'joy': 0.36170974373817444, 'love': 0.04038933664560318, 'anger': 0.7019214034080505, 'fear': 0.8957112431526184, 'surprise': 0.06794857233762741}","{'sadness': 0.254036, 'joy': 0.154638, 'fear': 0.155894, 'disgust': 0.029763, 'anger': 0.08617}","{'joy': 0.27888104624290466, 'sadness': 0.662882801145935, 'anger': 0.45562084204483033, 'fear': 0.599784345891571, 'disgust': 0.011905200000000001, 'surprise': 0.040769143402576445}","It’s understandable to question your feelings, but it doesn’t mean you’re overreacting. Your feelings of sadness are valid, especially since this situation has impacted you deeply. It's okay to struggle with these emotions and to want to let things go for your peace of mind. Just remember that it’s important to acknowledge how you feel rather than push it aside. If you need to take some time to process everything, that’s completely fine. Your emotions matter, and it’s okay to take care of yourself first. How are you feeling about letting it go?",909,0.000187
What if I'm overreacting? Maybe I should just let it go,2️⃣ Array → LLM (Full emotion vector),sadness,sadness,sadness,"{'sadness': 0.9354473352432251, 'joy': 0.36170974373817444, 'love': 0.04038933664560318, 'anger': 0.7019214034080505, 'fear': 0.8957112431526184, 'surprise': 0.06794857233762741}","{'sadness': 0.254036, 'joy': 0.154638, 'fear': 0.155894, 'disgust': 0.029763, 'anger': 0.08617}","{'joy': 0.27888104624290466, 'sadness': 0.662882801145935, 'anger': 0.45562084204483033, 'fear': 0.599784345891571, 'disgust': 0.011905200000000001, 'surprise': 0.040769143402576445}","It’s totally normal to wonder if you’re overreacting, especially when you’re in a vulnerable place. Your feelings are valid, and it’s okay to feel hurt and confused. While letting it go might seem like a simpler option, it’s important to acknowledge what you’re feeling right now. Ignoring those emotions could lead to more pain down the line. You deserve to have your feelings recognized and addressed. If you’re comfortable, taking a moment to consider what would bring you peace—whether it’s a conversation with them or some time to process on your own—might help. Trust yourself and how you feel; your emotions are important. What do you think would be best for you right now?",1214,0.000246
What if I'm overreacting? Maybe I should just let it go,3️⃣ LLM Only (No rule-based input),sadness,sadness,sadness,"{'sadness': 0.9354473352432251, 'joy': 0.36170974373817444, 'love': 0.04038933664560318, 'anger': 0.7019214034080505, 'fear': 0.8957112431526184, 'surprise': 0.06794857233762741}","{'sadness': 0.254036, 'joy': 0.154638, 'fear': 0.155894, 'disgust': 0.029763, 'anger': 0.08617}","{'joy': 0.27888104624290466, 'sadness': 0.662882801145935, 'anger': 0.45562084204483033, 'fear': 0.599784345891571, 'disgust': 0.011905200000000001, 'surprise': 0.040769143402576445}","It’s common to question whether you’re overreacting, especially when emotions are running high. Your feelings are valid, though—it’s understandable to feel hurt and confused in this situation. It might be worth considering how important this decision is to you. If letting it go feels right, that’s perfectly okay, but if it continues to weigh on you, it might be worth addressing. How do you feel about talking to them or processing this further?",735,0.000151
But I can't stop thinking about it. It feels like a betrayal of our friendship.,1️⃣ Rule → LLM (Emotion label only),sadness,sadness,sadness,"{'sadness': 0.9891585111618042, 'joy': 0.1387072503566742, 'love': 0.0975378006696701, 'anger': 0.9534192681312561, 'fear': 0.21184736490249634, 'surprise': 0.06514302641153336}","{'sadness': 0.594385, 'joy': 0.068866, 'fear': 0.102892, 'disgust': 0.032773, 'anger': 0.152735}","{'joy': 0.11077075021400451, 'sadness': 0.8312491066970825, 'anger': 0.6331455608787536, 'fear': 0.1682652189414978, 'disgust': 0.0131092, 'surprise': 0.03908581584692001}","It’s completely understandable to feel that way. When friendships run deep, any sense of betrayal can feel particularly painful. Those thoughts can be hard to shake off, especially when you’ve invested so much in the relationship. It might help to talk about what’s been on your mind or even write it down to process those feelings. Remember, it’s okay to grieve the connection you thought you had in this situation. You’re not alone in feeling this way. How are you holding up with all of this?",1035,0.000201
But I can't stop thinking about it. It feels like a betrayal of our friendship.,2️⃣ Array → LLM (Full emotion vector),sadness,sadness,sadness,"{'sadness': 0.9891585111618042, 'joy': 0.1387072503566742, 'love': 0.0975378006696701, 'anger': 0.9534192681312561, 'fear': 0.21184736490249634, 'surprise': 0.06514302641153336}","{'sadness': 0.594385, 'joy': 0.068866, 'fear': 0.102892, 'disgust': 0.032773, 'anger': 0.152735}","{'joy': 0.11077075021400451, 'sadness': 0.8312491066970825, 'anger': 0.6331455608787536, 'fear': 0.1682652189414978, 'disgust': 0.0131092, 'surprise': 0.03908581584692001}","I hear you. It’s really tough when it feels like a betrayal, especially from people you’ve invested so much time and care into. That feeling of sadness and anger is completely valid—you deserve friends who communicate and include you. It’s hard to shake those thoughts, especially when friendships mean so much. Allow yourself to feel and process these emotions; they’re a reflection of how much you value this friendship. It’s okay to take the time you need to work through this. How are you feeling about all of this right now?",1345,0.00025
But I can't stop thinking about it. It feels like a betrayal of our friendship.,3️⃣ LLM Only (No rule-based input),sadness,sadness,sadness,"{'sadness': 0.9891585111618042, 'joy': 0.1387072503566742, 'love': 0.0975378006696701, 'anger': 0.9534192681312561, 'fear': 0.21184736490249634, 'surprise': 0.06514302641153336}","{'sadness': 0.594385, 'joy': 0.068866, 'fear': 0.102892, 'disgust': 0.032773, 'anger': 0.152735}","{'joy': 0.11077075021400451, 'sadness': 0.8312491066970825, 'anger': 0.6331455608787536, 'fear': 0.1682652189414978, 'disgust': 0.0131092, 'surprise': 0.03908581584692001}","It sounds like you’re feeling a deep sense of betrayal and hurt, and it's completely understandable to be preoccupied with those feelings. Friendships can mean so much, and when something like this happens, it can shake your trust. It’s important to process those emotions. Would you like to talk about what your ideal outcome would be from this situation?",829,0.000156
How do I know if a friendship is worth saving?,1️⃣ Rule → LLM (Emotion label only),joy,joy,joy,"{'sadness': 0.23621562123298645, 'joy': 0.9983534812927246, 'love': 0.43856966495513916, 'anger': 0.17614546418190002, 'fear': 0.09988461434841156, 'surprise': 0.1321818083524704}","{'sadness': 0.210239, 'joy': 0.865991, 'fear': 0.021661, 'disgust': 0.005021, 'anger': 0.02363}","{'joy': 0.9454084887756347, 'sadness': 0.22582497273979185, 'anger': 0.11513927850914002, 'fear': 0.06859516860904694, 'disgust': 0.0020084, 'surprise': 0.07930908501148223}","That's a great question! Determining whether a friendship is worth saving often involves reflecting on a few key things. Think about how you feel around that person—do they uplift you and make you happy? Consider the history you share and whether the positive experiences outweigh the negative ones. Communication is also really important; if both of you are willing to talk honestly about your feelings and work through issues, that’s a good sign. Taking time to evaluate how the friendship aligns with your values and needs can also help. Ultimately, trust your instincts. Friendships that bring you joy and support are definitely worth nurturing! How do you feel about your current friendships?",1183,0.000236
How do I know if a friendship is worth saving?,2️⃣ Array → LLM (Full emotion vector),joy,joy,joy,"{'sadness': 0.23621562123298645, 'joy': 0.9983534812927246, 'love': 0.43856966495513916, 'anger': 0.17614546418190002, 'fear': 0.09988461434841156, 'surprise': 0.1321818083524704}","{'sadness': 0.210239, 'joy': 0.865991, 'fear': 0.021661, 'disgust': 0.005021, 'anger': 0.02363}","{'joy': 0.9454084887756347, 'sadness': 0.22582497273979185, 'anger': 0.11513927850914002, 'fear': 0.06859516860904694, 'disgust': 0.0020084, 'surprise': 0.07930908501148223}","Determining whether a friendship is worth saving can be really challenging, but it’s great that you’re thinking about it. Here are a few questions to consider:

1. **Do you feel valued?** Reflect on whether your friends appreciate you and your contributions to the relationship. A supportive friendship should uplift you.

2. **Is there open communication?** Consider whether you can talk openly about your feelings and whether your friends are willing to listen. Healthy friendships involve honest conversations, especially during tough times.

3. **How do they respond when you’re hurt?** Think about how your friends react when you express your feelings. Their response can be telling of their care for your well-being.

4. **Do you enjoy spending time together?** Reflect on whether you still share joyful moments and experiences together. Joy can be a strong indicator of a healthy connection.

5. **Are they willing to work through issues?** If there’s been a misunderstanding or hurt, are they willing to discuss and resolve it together?

Trust your instincts and how you feel when you’re with them. Friendships evolve, and it’s okay to let go if it becomes too painful without resolution. You deserve friendships that feel fulfilling and supportive. How do you feel about your",1614,0.000355
How do I know if a friendship is worth saving?,3️⃣ LLM Only (No rule-based input),joy,joy,joy,"{'sadness': 0.23621562123298645, 'joy': 0.9983534812927246, 'love': 0.43856966495513916, 'anger': 0.17614546418190002, 'fear': 0.09988461434841156, 'surprise': 0.1321818083524704}","{'sadness': 0.210239, 'joy': 0.865991, 'fear': 0.021661, 'disgust': 0.005021, 'anger': 0.02363}","{'joy': 0.9454084887756347, 'sadness': 0.22582497273979185, 'anger': 0.11513927850914002, 'fear': 0.06859516860904694, 'disgust': 0.0020084, 'surprise': 0.07930908501148223}","It sounds like you’re feeling uncertain and perhaps a bit conflicted about your friendship. It can be tough to assess what’s worth saving, especially when emotions are involved. Consider reflecting on how the friendship makes you feel overall—does it bring you joy and support, or is it mostly causing you pain? What are the qualities in this friendship that you value? Sometimes, talking through these thoughts can help clarify your feelings.",932,0.000178
I've invested so much time and emotional energy into these friendships.,1️⃣ Rule → LLM (Emotion label only),joy,joy,joy,"{'sadness': 0.9575188159942627, 'joy': 0.9633280634880066, 'love': 0.6687500476837158, 'anger': 0.28252869844436646, 'fear': 0.05108828470110893, 'surprise': 0.03271111100912094}","{'sadness': 0.304008, 'joy': 0.662503, 'fear': 0.014906, 'disgust': 0.003348, 'anger': 0.021068}","{'joy': 0.8429980380928039, 'sadness': 0.6961144895965576, 'anger': 0.17794441906661987, 'fear': 0.036615370820665356, 'disgust': 0.0013392, 'surprise': 0.019626666605472565}","It’s wonderful to hear that you feel joy in your friendships! Investing time and emotional energy is a sign of how much you care. Those connections can be incredibly rewarding and meaningful. It's great to recognize the value they bring to your life. If these friendships have brought you joy in the past, it might be worth exploring ways to address any current issues. Open communication can often strengthen those bonds. How do you feel about reaching out to them?",1292,0.000234
