turn,user,mode,hf_label,ibm_label,final_label,hf_scores,ibm_scores,merged_scores,bot_reply,tokens_used,cost_usd,response_length
11,I've been having trouble sleeping. I lie awake at night thinking about all the possible outcomes.,1️⃣ Rule → LLM (Emotion label only),fear,sadness,sadness,"{'sadness': 0.8776695728302002, 'joy': 0.24714189767837524, 'love': 0.04405513405799866, 'anger': 0.6488699913024902, 'fear': 0.9754486680030823, 'surprise': 0.12681792676448822}","{'sadness': 0.449046, 'joy': 0.142332, 'fear': 0.259901, 'disgust': 0.018167, 'anger': 0.035267}","{'joy': 0.20521793860702514, 'sadness': 0.7062201436981201, 'anger': 0.4034287947814941, 'fear': 0.6892296008018493, 'disgust': 0.0072668, 'surprise': 0.07609075605869293}","I’m really sorry to hear that you’re having trouble sleeping. It’s so challenging when your mind races with thoughts, especially during the night when everything feels more intense. Lack of sleep can make everything feel tougher. Have you tried any strategies to help calm your mind before bed? Sometimes relaxation techniques, reading, or even gentle music can help create a soothing environment. You deserve peace and rest, especially during such a stressful time.",1274,0.00023,73
12,Yesterday I actually felt normal for a few hours and it was such a relief. But then the anxiety came back.,1️⃣ Rule → LLM (Emotion label only),joy,fear,joy,"{'sadness': 0.40843281149864197, 'joy': 0.9969804883003235, 'love': 0.07871262729167938, 'anger': 0.17511683702468872, 'fear': 0.30850496888160706, 'surprise': 0.21833884716033936}","{'sadness': 0.226797, 'joy': 0.267386, 'fear': 0.398457, 'disgust': 0.005686, 'anger': 0.020399}","{'joy': 0.705142692980194, 'sadness': 0.33577848689918516, 'anger': 0.11322970221481324, 'fear': 0.34448578132896424, 'disgust': 0.0022744, 'surprise': 0.1310033082962036}","That sounds like a wonderful relief to feel normal for even a little while! It's amazing how those moments can lift your spirits. It's also completely normal for anxiety to creep back in, especially when you're dealing with uncertainty. Those ups and downs are part of the process. It’s encouraging that you had a moment of joy, and hopefully, you can hold onto that feeling. Keep being gentle with yourself—it's okay to have mixed emotions. What do you think helped you feel normal yesterday?",1402,0.000254,84
13,"I'm trying to act normal around my kids, but I think they can sense something is wrong. I feel guilty for putting this burden on them indirectly.",1️⃣ Rule → LLM (Emotion label only),sadness,sadness,sadness,"{'sadness': 0.9990013241767883, 'joy': 0.31665468215942383, 'love': 0.18832843005657196, 'anger': 0.2089013159275055, 'fear': 0.23644790053367615, 'surprise': 0.15531538426876068}","{'sadness': 0.648829, 'joy': 0.008865, 'fear': 0.082805, 'disgust': 0.066444, 'anger': 0.08601}","{'joy': 0.19353880929565428, 'sadness': 0.858932394506073, 'anger': 0.15974478955650329, 'fear': 0.1749907403202057, 'disgust': 0.026577600000000003, 'surprise': 0.0931892305612564}","It’s understandable to feel that way. You want to protect your kids from worry, but kids are often very perceptive, even if they can’t articulate what they’re sensing. It’s okay to feel guilty, but remember that taking care of yourself is also important. Allowing them to share in some of your feelings can create an opportunity for connection and understanding. It might help to have an age-appropriate conversation with them, reassuring them that while you’re okay, you’re dealing with something challenging. You’re doing your best, and that’s all anyone can ask for. If you need to talk more about this, I'm here for you.",1570,0.000294,104
14,"One of my friends asked me to go out this weekend, but I don't know if I can fake being happy right now.",1️⃣ Rule → LLM (Emotion label only),joy,sadness,joy,"{'sadness': 0.9237816333770752, 'joy': 0.9875176548957825, 'love': 0.10426957905292511, 'anger': 0.16815735399723053, 'fear': 0.22782589495182037, 'surprise': 0.09228325635194778}","{'sadness': 0.280488, 'joy': 0.226679, 'fear': 0.012808, 'disgust': 0.009649, 'anger': 0.040753}","{'joy': 0.6831821929374694, 'sadness': 0.6664641800262452, 'anger': 0.11719561239833831, 'fear': 0.1418187369710922, 'disgust': 0.0038596, 'surprise': 0.055369953811168666}","It’s great to hear that you have a friend who wants to spend time with you! But it’s completely understandable to feel unsure about putting on a happy face when you’re not feeling it. Sometimes, just being around friends can lift our spirits, even if we’re not fully there. Maybe you could consider a low-key hangout where you don’t have to feel pressured to be “on”? Trust your instincts—if you think you need some time for yourself, that’s perfectly okay, too. How do you feel about the idea of going out?",1715,0.000308,91
15,"I've been researching survival rates, treatment options, everything. I feel like I'm preparing for the worst.",1️⃣ Rule → LLM (Emotion label only),joy,fear,fear,"{'sadness': 0.8668696880340576, 'joy': 0.9777259230613708, 'love': 0.07200881838798523, 'anger': 0.24363170564174652, 'fear': 0.6580589413642883, 'surprise': 0.06226654723286629}","{'sadness': 0.140707, 'joy': 0.034305, 'fear': 0.577738, 'disgust': 0.089914, 'anger': 0.13663}","{'joy': 0.6003575538368225, 'sadness': 0.5764046128204345, 'anger': 0.2008310233850479, 'fear': 0.625930564818573, 'disgust': 0.0359656, 'surprise': 0.037359928339719774}","It’s completely natural to seek information when you’re feeling afraid and uncertain. Researching can sometimes help us feel more in control, but it can also lead to more fear and overwhelm. Remember, you’re not alone in this, and it’s okay to have those feelings. Focusing on what you can do now to take care of yourself—whether it’s talking to someone, practicing self-care, or finding moments of joy—can also be really helpful. If you’d like to talk about any specific concerns or what you’ve found, I’m here to listen and support you.",1860,0.000332,91
16,"But honestly, some of that research made me feel a bit better. Not all cases are as bad as I thought.",1️⃣ Rule → LLM (Emotion label only),joy,sadness,joy,"{'sadness': 0.45756247639656067, 'joy': 0.9987909197807312, 'love': 0.2674523890018463, 'anger': 0.1005764901638031, 'fear': 0.12871958315372467, 'surprise': 0.15489749610424042}","{'sadness': 0.452904, 'joy': 0.369454, 'fear': 0.24599, 'disgust': 0.04647, 'anger': 0.044817}","{'joy': 0.7470561518684387, 'sadness': 0.4556990858379364, 'anger': 0.07827269409828186, 'fear': 0.17562774989223479, 'disgust': 0.018588, 'surprise': 0.09293849766254425}","That’s such a positive realization! It’s great to hear that some of the research helped ease your worries a bit. Knowing that there are many outcomes and not all of them are dire can bring a sense of relief. It’s important to hold onto that hope, especially during uncertain times. If you find anything else uplifting or reassuring, feel free to share!",1964,0.000327,62
17,I keep telling myself that many people get concerning results that turn out to be nothing. Maybe I'll be one of them.,1️⃣ Rule → LLM (Emotion label only),love,joy,anger,"{'sadness': 0.1023889034986496, 'joy': 0.515963077545166, 'love': 0.9301721453666687, 'anger': 0.8762214779853821, 'fear': 0.23507431149482727, 'surprise': 0.10322421044111252}","{'sadness': 0.274198, 'joy': 0.33677, 'fear': 0.069681, 'disgust': 0.030635, 'anger': 0.080941}","{'joy': 0.44428584652709957, 'sadness': 0.17111254209918975, 'anger': 0.5581092867912292, 'fear': 0.16891698689689638, 'disgust': 0.012254000000000001, 'surprise': 0.06193452626466751}","It’s completely understandable to feel that way. Holding onto that hope can be a powerful way to cope with the uncertainty. Many people do face concerning results and end up with good news, and it's okay to wish for that outcome. Allow yourself to feel that hope, even alongside your other feelings. Your emotions are valid, and it’s important to acknowledge them as you navigate this tough time. If you're comfortable, I'd love to hear more about what has helped you maintain that hope.",2092,0.000357,84
18,"I started journaling about my feelings. It helps a little, but it also makes everything feel more real.",1️⃣ Rule → LLM (Emotion label only),joy,joy,joy,"{'sadness': 0.29112011194229126, 'joy': 0.9989815354347229, 'love': 0.2298765778541565, 'anger': 0.07888336479663849, 'fear': 0.14643871784210205, 'surprise': 0.36041730642318726}","{'sadness': 0.236583, 'joy': 0.784058, 'fear': 0.040077, 'disgust': 0.010097, 'anger': 0.012638}","{'joy': 0.9130121212608338, 'sadness': 0.26930526716537473, 'anger': 0.05238521887798309, 'fear': 0.10389403070526122, 'disgust': 0.0040388, 'surprise': 0.21625038385391235}","It’s wonderful that you’ve started journaling! Writing about your feelings can be such a powerful way to process what you're going through. It’s true that it can make things feel more real, but it also allows you to express your emotions and reflect on them. Finding that outlet can bring some relief, even amidst the weight of it all. Do you find that certain topics or moments come up more often in your journaling?",2208,0.00037,74
19,I had a moment this morning where I just broke down crying. I couldn't hold it in anymore.,1️⃣ Rule → LLM (Emotion label only),sadness,sadness,sadness,"{'sadness': 0.9982693195343018, 'joy': 0.20056511461734772, 'love': 0.1468711942434311, 'anger': 0.2375914752483368, 'fear': 0.5260946750640869, 'surprise': 0.1417599320411682}","{'sadness': 0.899131, 'joy': 0.00618, 'fear': 0.122376, 'disgust': 0.01931, 'anger': 0.046271}","{'joy': 0.12281106877040862, 'sadness': 0.9586139917205811, 'anger': 0.1610632851490021, 'fear': 0.3646072050384521, 'disgust': 0.007724000000000001, 'surprise': 0.08505595922470092}","I'm really sorry to hear that you had such a tough moment. It's completely okay to let those feelings out; crying can be a powerful release. It shows how deeply this is affecting you, and it's important to honor your emotions. If you want to talk about what you were feeling at that moment, I'm here to listen and support you.",2304,0.000376,61
20,"After that, I actually felt a little lighter. Like I needed to let those emotions out.",1️⃣ Rule → LLM (Emotion label only),joy,joy,joy,"{'sadness': 0.8814743757247925, 'joy': 0.985531210899353, 'love': 0.47692278027534485, 'anger': 0.16131509840488434, 'fear': 0.19949932396411896, 'surprise': 0.053263306617736816}","{'sadness': 0.282715, 'joy': 0.543315, 'fear': 0.065998, 'disgust': 0.02123, 'anger': 0.026371}","{'joy': 0.8086447265396118, 'sadness': 0.6419706254348755, 'anger': 0.1073374590429306, 'fear': 0.14609879437847137, 'disgust': 0.008492, 'surprise': 0.03195798397064209}","I’m so glad to hear that! It’s amazing how releasing those emotions can bring a sense of relief and lightness. It’s a healthy way to process what you’re going through. Remember, it's completely okay to have those moments, and allowing yourself to feel can be really healing. How are you feeling now?",2395,0.000388,52
21,"I decided to tell my sister today. She's being really supportive, which helps, but now I see the worry in her face too.",1️⃣ Rule → LLM (Emotion label only),love,joy,joy,"{'sadness': 0.18534277379512787, 'joy': 0.5674436688423157, 'love': 0.9973902106285095, 'anger': 0.2153661549091339, 'fear': 0.18141032755374908, 'surprise': 0.14675594866275787}","{'sadness': 0.179984, 'joy': 0.528762, 'fear': 0.128836, 'disgust': 0.020623, 'anger': 0.0277}","{'joy': 0.5519710013053893, 'sadness': 0.18319926427707672, 'anger': 0.14029969294548034, 'fear': 0.16038059653224945, 'disgust': 0.0082492, 'surprise': 0.08805356919765472}","It's wonderful that you felt comfortable sharing with your sister and that she's being supportive! It’s completely normal for her to feel worried, especially when someone she cares about is going through a tough time. You might find that talking about your feelings with her can help both of you process this together. Having that support can be really comforting, and it’s great you’re able to lean on each other during this time. How are you feeling about having shared this with her?",2523,0.00042,83
22,She suggested I talk to someone professionally while I wait for results. A therapist or counselor.,1️⃣ Rule → LLM (Emotion label only),joy,joy,joy,"{'sadness': 0.4168696403503418, 'joy': 0.9535715579986572, 'love': 0.1088203564286232, 'anger': 0.7974095940589905, 'fear': 0.5061109066009521, 'surprise': 0.06142626702785492}","{'sadness': 0.267638, 'joy': 0.462863, 'fear': 0.316585, 'disgust': 0.017272, 'anger': 0.05429}","{'joy': 0.7572881347991943, 'sadness': 0.3571769842102051, 'anger': 0.5001617564353943, 'fear': 0.43030054396057127, 'disgust': 0.0069088, 'surprise': 0.03685576021671295}",That sounds like a great suggestion from your sister! Talking to a therapist or counselor can provide you with a safe space to express your feelings and navigate the uncertainty you're experiencing. It might help you find some strategies to cope better during this waiting period. Feeling supported in this way can really make a difference. How do you feel about the idea of reaching out to a professional?,2623,0.000427,69
23,"I'm thinking about it. Part of me wants to talk to someone, but another part feels like I'd be admitting I can't handle this.",1️⃣ Rule → LLM (Emotion label only),joy,sadness,joy,"{'sadness': 0.8704485297203064, 'joy': 0.9622913002967834, 'love': 0.26883265376091003, 'anger': 0.08521970361471176, 'fear': 0.48780301213264465, 'surprise': 0.08344624191522598}","{'sadness': 0.286472, 'joy': 0.155127, 'fear': 0.27358, 'disgust': 0.0171, 'anger': 0.152094}","{'joy': 0.63942558017807, 'sadness': 0.6368579178321838, 'anger': 0.11196942216882706, 'fear': 0.4021138072795868, 'disgust': 0.006840000000000001, 'surprise': 0.05006774514913559}","It's completely normal to feel that way. Seeking support doesn’t mean you’re not handling things; it shows strength and a willingness to take care of yourself during a difficult time. Everyone needs support at various points in their lives, and talking to someone can really help you process your feelings and find your footing. It's a positive step towards self-care. Trust your instincts, and remember that you deserve to feel supported. How are you feeling about the idea now?",2749,0.000453,79
24,"I'm trying to focus on the things I can control - eating healthy, exercising, sleeping well - it gives me a sense of agency.",1️⃣ Rule → LLM (Emotion label only),joy,joy,joy,"{'sadness': 0.42471733689308167, 'joy': 0.9986048340797424, 'love': 0.18928685784339905, 'anger': 0.17008772492408752, 'fear': 0.15109741687774658, 'surprise': 0.13962914049625397}","{'sadness': 0.070279, 'joy': 0.914334, 'fear': 0.087391, 'disgust': 0.008465, 'anger': 0.028326}","{'joy': 0.9648965004478455, 'sadness': 0.282942002135849, 'anger': 0.11338303495445251, 'fear': 0.12561485012664794, 'disgust': 0.003386, 'surprise': 0.08377748429775238}","That's such a positive approach! Focusing on what you can control is empowering, and taking care of yourself in those ways can have such a positive impact on your overall well-being. It’s great to hear you’re finding that sense of agency during this time. Keep nurturing those healthy habits—they can be uplifting and provide a sense of stability. What kinds of healthy meals or activities are you enjoying?",2863,0.000465,68
25,I guess what I'm trying to do is hold onto hope while being realistic about the uncertainty. Some days are easier than others.,1️⃣ Rule → LLM (Emotion label only),joy,joy,joy,"{'sadness': 0.33263570070266724, 'joy': 0.9982292056083679, 'love': 0.14719481766223907, 'anger': 0.12857787311077118, 'fear': 0.2937784790992737, 'surprise': 0.22817839682102203}","{'sadness': 0.28604, 'joy': 0.604452, 'fear': 0.197172, 'disgust': 0.015762, 'anger': 0.014293}","{'joy': 0.8407183233650207, 'sadness': 0.3139974204216004, 'anger': 0.08286392386646271, 'fear': 0.2551358874595642, 'disgust': 0.006304800000000001, 'surprise': 0.1369070380926132}",That sounds like a really balanced approach. It’s wonderful that you’re holding onto hope while also facing reality—it shows resilience. It’s completely normal for some days to feel easier than others as you navigate this journey. Gratitude for those good days can help sustain you through the tougher ones. I'm here to support you through both the ups and downs. Is there anything in particular that gives you hope on those brighter days?,2980,0.000485,73
