turn,user,mode,hf_label,ibm_label,final_label,hf_scores,ibm_scores,merged_scores,bot_reply,tokens_used,cost_usd,response_length
11,I've been having trouble sleeping. I lie awake at night thinking about all the possible outcomes.,2️⃣ Array → LLM (Full emotion vector),fear,sadness,sadness,"{'sadness': 0.8776695728302002, 'joy': 0.24714189767837524, 'love': 0.04405513405799866, 'anger': 0.6488699913024902, 'fear': 0.9754486680030823, 'surprise': 0.12681792676448822}","{'sadness': 0.449046, 'joy': 0.142332, 'fear': 0.259901, 'disgust': 0.018167, 'anger': 0.035267}","{'joy': 0.20521793860702514, 'sadness': 0.7062201436981201, 'anger': 0.4034287947814941, 'fear': 0.6892296008018493, 'disgust': 0.0072668, 'surprise': 0.07609075605869293}","It’s truly tough to deal with sleepless nights, especially when your mind is racing with thoughts about the future. It sounds really overwhelming to lie awake, thinking about all the possible outcomes—it's no wonder you're feeling a mix of fear and sadness. When you're grappling with uncertainty, it can be hard to find a sense of peace that makes it possible to rest. If it helps, some people find comfort in relaxation techniques or journaling their thoughts before bed. Remember, it's completely okay to feel the way you do. If you want to share more about what's on your mind or how you've been coping, I'm here to listen and support you.",1630,0.000303,112
12,Yesterday I actually felt normal for a few hours and it was such a relief. But then the anxiety came back.,2️⃣ Array → LLM (Full emotion vector),joy,fear,joy,"{'sadness': 0.40843281149864197, 'joy': 0.9969804883003235, 'love': 0.07871262729167938, 'anger': 0.17511683702468872, 'fear': 0.30850496888160706, 'surprise': 0.21833884716033936}","{'sadness': 0.226797, 'joy': 0.267386, 'fear': 0.398457, 'disgust': 0.005686, 'anger': 0.020399}","{'joy': 0.705142692980194, 'sadness': 0.33577848689918516, 'anger': 0.11322970221481324, 'fear': 0.34448578132896424, 'disgust': 0.0022744, 'surprise': 0.1310033082962036}","It’s wonderful to hear that you had those moments of feeling normal! Those little bursts of relief can be so uplifting, especially when you’re going through such a challenging time. It’s completely understandable that the anxiety returned afterward; that’s a common experience when you’re dealing with uncertainty. It’s like a reminder of the weight that’s still there. Remember, it’s okay to have those ups and downs, and acknowledging the relief you felt can be a source of strength moving forward. If you want to talk more about it or anything else on your mind, I’m here for you.",1779,0.00032,98
13,"I'm trying to act normal around my kids, but I think they can sense something is wrong. I feel guilty for putting this burden on them indirectly.",2️⃣ Array → LLM (Full emotion vector),sadness,sadness,sadness,"{'sadness': 0.9990013241767883, 'joy': 0.31665468215942383, 'love': 0.18832843005657196, 'anger': 0.2089013159275055, 'fear': 0.23644790053367615, 'surprise': 0.15531538426876068}","{'sadness': 0.648829, 'joy': 0.008865, 'fear': 0.082805, 'disgust': 0.066444, 'anger': 0.08601}","{'joy': 0.19353880929565428, 'sadness': 0.858932394506073, 'anger': 0.15974478955650329, 'fear': 0.1749907403202057, 'disgust': 0.026577600000000003, 'surprise': 0.0931892305612564}","It’s completely understandable to feel that way. Wanting to protect your kids from the stress you’re experiencing while also navigating your own emotions must be incredibly challenging. Kids have a way of picking up on what’s going on around them, even if we try to hide it. It’s natural to feel guilty, but remember, you’re doing your best in a tough situation. It’s okay to show them that you’re human and experiencing a range of emotions. Finding small ways to connect with them, even amidst your worries, can be comforting for both you and them. If you’d like to talk more about how you’re feeling or any thoughts you have about this, I’m here to listen and support you.",1960,0.000358,119
14,"One of my friends asked me to go out this weekend, but I don't know if I can fake being happy right now.",2️⃣ Array → LLM (Full emotion vector),joy,sadness,joy,"{'sadness': 0.9237816333770752, 'joy': 0.9875176548957825, 'love': 0.10426957905292511, 'anger': 0.16815735399723053, 'fear': 0.22782589495182037, 'surprise': 0.09228325635194778}","{'sadness': 0.280488, 'joy': 0.226679, 'fear': 0.012808, 'disgust': 0.009649, 'anger': 0.040753}","{'joy': 0.6831821929374694, 'sadness': 0.6664641800262452, 'anger': 0.11719561239833831, 'fear': 0.1418187369710922, 'disgust': 0.0038596, 'surprise': 0.055369953811168666}","It’s completely understandable to feel that way. Balancing your emotions while trying to engage with friends can be really tough, especially when you’re facing so much uncertainty. It’s okay if you’re not feeling up to it right now; you don’t have to put on a brave face if it doesn’t feel right. You might consider letting your friend know that you’re going through something but appreciate their support. Taking care of yourself is important, and it’s okay to prioritize your feelings during this time. Whatever you decide, I’m here to support you.",2105,0.000366,92
15,"I've been researching survival rates, treatment options, everything. I feel like I'm preparing for the worst.",2️⃣ Array → LLM (Full emotion vector),joy,fear,fear,"{'sadness': 0.8668696880340576, 'joy': 0.9777259230613708, 'love': 0.07200881838798523, 'anger': 0.24363170564174652, 'fear': 0.6580589413642883, 'surprise': 0.06226654723286629}","{'sadness': 0.140707, 'joy': 0.034305, 'fear': 0.577738, 'disgust': 0.089914, 'anger': 0.13663}","{'joy': 0.6003575538368225, 'sadness': 0.5764046128204345, 'anger': 0.2008310233850479, 'fear': 0.625930564818573, 'disgust': 0.0359656, 'surprise': 0.037359928339719774}","It’s completely natural to want to gather information during such a challenging time, especially when it feels like you’re preparing for the worst. That fear can be incredibly consuming, and it’s understandable to feel overwhelmed by what you’ve uncovered. While knowledge can empower you, it can also add to anxiety when you’re facing uncertainty. Remember to take care of yourself in this process; it’s okay to step back from the research if it becomes too much. Prioritizing your well-being is important right now. If you want to talk more about what you’ve found or how you’re feeling, I’m here to listen and support you.",2260,0.000396,104
16,"But honestly, some of that research made me feel a bit better. Not all cases are as bad as I thought.",2️⃣ Array → LLM (Full emotion vector),joy,sadness,joy,"{'sadness': 0.45756247639656067, 'joy': 0.9987909197807312, 'love': 0.2674523890018463, 'anger': 0.1005764901638031, 'fear': 0.12871958315372467, 'surprise': 0.15489749610424042}","{'sadness': 0.452904, 'joy': 0.369454, 'fear': 0.24599, 'disgust': 0.04647, 'anger': 0.044817}","{'joy': 0.7470561518684387, 'sadness': 0.4556990858379364, 'anger': 0.07827269409828186, 'fear': 0.17562774989223479, 'disgust': 0.018588, 'surprise': 0.09293849766254425}","It’s really encouraging to hear that some of the research helped you feel a bit better! It’s a relief to discover that not all cases turn out negatively, and finding that glimmer of hope can be so important during uncertain times. Balancing your feelings with newfound information can be really empowering. If you’d like to share more about what you found or how it shifted your perspective, I’m here to listen. It’s great that you’re taking steps to understand what’s going on!",2390,0.000403,82
17,I keep telling myself that many people get concerning results that turn out to be nothing. Maybe I'll be one of them.,2️⃣ Array → LLM (Full emotion vector),love,joy,anger,"{'sadness': 0.1023889034986496, 'joy': 0.515963077545166, 'love': 0.9301721453666687, 'anger': 0.8762214779853821, 'fear': 0.23507431149482727, 'surprise': 0.10322421044111252}","{'sadness': 0.274198, 'joy': 0.33677, 'fear': 0.069681, 'disgust': 0.030635, 'anger': 0.080941}","{'joy': 0.44428584652709957, 'sadness': 0.17111254209918975, 'anger': 0.5581092867912292, 'fear': 0.16891698689689638, 'disgust': 0.012254000000000001, 'surprise': 0.06193452626466751}","It’s really encouraging to hear you express that perspective! Many people do go through similar situations and end up with good news, and holding onto that hope is important. It shows resilience and a positive outlook, even amidst the uncertainty. It’s perfectly normal to have moments of doubt or worry, but leaning into that belief that things might turn out well for you is definitely a step in the right direction. I'm here to support you as you navigate all of this!",2514,0.000418,82
18,"I started journaling about my feelings. It helps a little, but it also makes everything feel more real.",2️⃣ Array → LLM (Full emotion vector),joy,joy,joy,"{'sadness': 0.29112011194229126, 'joy': 0.9989815354347229, 'love': 0.2298765778541565, 'anger': 0.07888336479663849, 'fear': 0.14643871784210205, 'surprise': 0.36041730642318726}","{'sadness': 0.236583, 'joy': 0.784058, 'fear': 0.040077, 'disgust': 0.010097, 'anger': 0.012638}","{'joy': 0.9130121212608338, 'sadness': 0.26930526716537473, 'anger': 0.05238521887798309, 'fear': 0.10389403070526122, 'disgust': 0.0040388, 'surprise': 0.21625038385391235}","It’s great to hear that you started journaling about your feelings! Writing can be such a powerful outlet and a way to process everything you’re going through. I completely understand how it might also make things feel more real; sometimes putting thoughts down on paper brings both clarity and a sense of weight to them. It’s a brave step to face your emotions. If it helps, you might consider focusing on moments of hope or even things you’re grateful for in your entries, balancing the heaviness with some light. Whatever you’re feeling in that moment is valid, and I’m here for you as you continue this journey!",2669,0.000457,107
19,I had a moment this morning where I just broke down crying. I couldn't hold it in anymore.,2️⃣ Array → LLM (Full emotion vector),sadness,sadness,sadness,"{'sadness': 0.9982693195343018, 'joy': 0.20056511461734772, 'love': 0.1468711942434311, 'anger': 0.2375914752483368, 'fear': 0.5260946750640869, 'surprise': 0.1417599320411682}","{'sadness': 0.899131, 'joy': 0.00618, 'fear': 0.122376, 'disgust': 0.01931, 'anger': 0.046271}","{'joy': 0.12281106877040862, 'sadness': 0.9586139917205811, 'anger': 0.1610632851490021, 'fear': 0.3646072050384521, 'disgust': 0.007724000000000001, 'surprise': 0.08505595922470092}","I’m really sorry to hear that you had such a tough moment this morning. It’s completely understandable to feel overwhelmed, especially with everything you’re going through. Crying can be a release of so much pent-up emotion, and it’s okay to let it all out. This journey can be incredibly heavy, and allowing yourself to feel those feelings is an important part of processing them. It’s okay to not be okay sometimes. If you want to talk about what led to that moment or how you’re feeling now, I’m here for you. You don't have to navigate this alone.",2815,0.000475,98
20,"After that, I actually felt a little lighter. Like I needed to let those emotions out.",2️⃣ Array → LLM (Full emotion vector),joy,joy,joy,"{'sadness': 0.8814743757247925, 'joy': 0.985531210899353, 'love': 0.47692278027534485, 'anger': 0.16131509840488434, 'fear': 0.19949932396411896, 'surprise': 0.053263306617736816}","{'sadness': 0.282715, 'joy': 0.543315, 'fear': 0.065998, 'disgust': 0.02123, 'anger': 0.026371}","{'joy': 0.8086447265396118, 'sadness': 0.6419706254348755, 'anger': 0.1073374590429306, 'fear': 0.14609879437847137, 'disgust': 0.008492, 'surprise': 0.03195798397064209}","It’s really heartening to hear that you felt a little lighter after letting those emotions out. Sometimes, a good cry can be such a necessary release, allowing us to process what we’re going through. Acknowledging those feelings is a brave step, and it often helps to ease some of the weight we carry. It sounds like you’re finding ways to navigate this journey, and that’s something to hold onto. If you want to share more about how you’re feeling or any moments of lightness you’re experiencing, I’m here to listen!",2953,0.000493,90
21,"I decided to tell my sister today. She's being really supportive, which helps, but now I see the worry in her face too.",2️⃣ Array → LLM (Full emotion vector),love,joy,joy,"{'sadness': 0.18534277379512787, 'joy': 0.5674436688423157, 'love': 0.9973902106285095, 'anger': 0.2153661549091339, 'fear': 0.18141032755374908, 'surprise': 0.14675594866275787}","{'sadness': 0.179984, 'joy': 0.528762, 'fear': 0.128836, 'disgust': 0.020623, 'anger': 0.0277}","{'joy': 0.5519710013053893, 'sadness': 0.18319926427707672, 'anger': 0.14029969294548034, 'fear': 0.16038059653224945, 'disgust': 0.0082492, 'surprise': 0.08805356919765472}","It’s great to hear that you decided to share with your sister! It sounds like having her support is a comforting step as you navigate this difficult time. While it’s completely natural for her to feel worried, it’s also a reminder that she cares deeply about you. Sharing your feelings can be a double-edged sword; it brings support but can also make both of you face the reality of the situation. It’s okay for you to feel a mixture of emotions in this—both the relief of having someone to lean on and the sadness of seeing her concern. If you want to talk more about how you both are handling this or anything else on your mind, I’m here for you!",3127,0.000532,121
22,She suggested I talk to someone professionally while I wait for results. A therapist or counselor.,2️⃣ Array → LLM (Full emotion vector),joy,joy,joy,"{'sadness': 0.4168696403503418, 'joy': 0.9535715579986572, 'love': 0.1088203564286232, 'anger': 0.7974095940589905, 'fear': 0.5061109066009521, 'surprise': 0.06142626702785492}","{'sadness': 0.267638, 'joy': 0.462863, 'fear': 0.316585, 'disgust': 0.017272, 'anger': 0.05429}","{'joy': 0.7572881347991943, 'sadness': 0.3571769842102051, 'anger': 0.5001617564353943, 'fear': 0.43030054396057127, 'disgust': 0.0069088, 'surprise': 0.03685576021671295}","It sounds like your sister is really looking out for you and wanting to ensure you have the support you need during this challenging time. The idea of talking to a therapist or counselor can feel like a big step, but it can also be incredibly helpful. Having a safe space to express your worries and feelings might help ease some of the anxiety and uncertainty you’re experiencing while you wait for the results. It’s completely okay to seek that support, and it could provide you with some tools to cope with everything you’re feeling. If you have any thoughts about it or want to explore those options further, I’m here to chat!",3278,0.000548,113
23,"I'm thinking about it. Part of me wants to talk to someone, but another part feels like I'd be admitting I can't handle this.",2️⃣ Array → LLM (Full emotion vector),joy,sadness,joy,"{'sadness': 0.8704485297203064, 'joy': 0.9622913002967834, 'love': 0.26883265376091003, 'anger': 0.08521970361471176, 'fear': 0.48780301213264465, 'surprise': 0.08344624191522598}","{'sadness': 0.286472, 'joy': 0.155127, 'fear': 0.27358, 'disgust': 0.0171, 'anger': 0.152094}","{'joy': 0.63942558017807, 'sadness': 0.6368579178321838, 'anger': 0.11196942216882706, 'fear': 0.4021138072795868, 'disgust': 0.006840000000000001, 'surprise': 0.05006774514913559}","It’s completely understandable to feel that way. Wanting to reach out for help reflects strength, not weakness. It’s okay to have those conflicting feelings—part of you might want to talk through everything, while another part might worry about admitting how tough this is. Remember, seeking support is a sign of courage, and it can actually empower you to navigate your feelings more effectively. You don’t have to handle this all alone; it’s okay to let others in and lean on them. If you want to explore this further or talk about how you’re feeling, I’m here for you. You’re not alone in this.",3439,0.000573,103
24,"I'm trying to focus on the things I can control - eating healthy, exercising, sleeping well - it gives me a sense of agency.",2️⃣ Array → LLM (Full emotion vector),joy,joy,joy,"{'sadness': 0.42471733689308167, 'joy': 0.9986048340797424, 'love': 0.18928685784339905, 'anger': 0.17008772492408752, 'fear': 0.15109741687774658, 'surprise': 0.13962914049625397}","{'sadness': 0.070279, 'joy': 0.914334, 'fear': 0.087391, 'disgust': 0.008465, 'anger': 0.028326}","{'joy': 0.9648965004478455, 'sadness': 0.282942002135849, 'anger': 0.11338303495445251, 'fear': 0.12561485012664794, 'disgust': 0.003386, 'surprise': 0.08377748429775238}","It’s wonderful to hear that you’re focusing on the things you can control! Taking steps like eating healthy, exercising, and prioritizing sleep can be really empowering, especially during such a challenging time. It’s great that you’re finding ways to give yourself a sense of agency. Those positive actions not only benefit your physical health but can also uplift your mental well-being. Keep holding onto that sense of empowerment—it’s a strong reminder that you’re actively participating in your own care. If you want to share more about your journey or how these changes are making you feel, I’m here to listen and support you!",3597,0.000595,103
25,I guess what I'm trying to do is hold onto hope while being realistic about the uncertainty. Some days are easier than others.,2️⃣ Array → LLM (Full emotion vector),joy,joy,joy,"{'sadness': 0.33263570070266724, 'joy': 0.9982292056083679, 'love': 0.14719481766223907, 'anger': 0.12857787311077118, 'fear': 0.2937784790992737, 'surprise': 0.22817839682102203}","{'sadness': 0.28604, 'joy': 0.604452, 'fear': 0.197172, 'disgust': 0.015762, 'anger': 0.014293}","{'joy': 0.8407183233650207, 'sadness': 0.3139974204216004, 'anger': 0.08286392386646271, 'fear': 0.2551358874595642, 'disgust': 0.006304800000000001, 'surprise': 0.1369070380926132}","It sounds like you’re navigating a delicate balance between hope and realism, and that’s such a brave approach. It's completely understandable that some days would feel more manageable than others—it's all part of this journey. Holding onto hope while acknowledging uncertainty shows your strength and resilience. It’s okay to experience the ups and downs; that’s a natural part of facing challenges like this. I’m here for you through this, and if you ever want to share more about what helps you stay hopeful, I’d love to hear it!",3735,0.000607,88
