turn,user,mode,hf_label,ibm_label,final_label,hf_scores,ibm_scores,merged_scores,bot_reply,tokens_used,cost_usd,response_length
11,I've been having trouble sleeping. I lie awake at night thinking about all the possible outcomes.,3️⃣ LLM Only (No rule-based input),fear,sadness,sadness,"{'sadness': 0.8776695728302002, 'joy': 0.24714189767837524, 'love': 0.04405513405799866, 'anger': 0.6488699913024902, 'fear': 0.9754486680030823, 'surprise': 0.12681792676448822}","{'sadness': 0.449046, 'joy': 0.142332, 'fear': 0.259901, 'disgust': 0.018167, 'anger': 0.035267}","{'joy': 0.20521793860702514, 'sadness': 0.7062201436981201, 'anger': 0.4034287947814941, 'fear': 0.6892296008018493, 'disgust': 0.0072668, 'surprise': 0.07609075605869293}","It sounds like you’re feeling really anxious and overwhelmed, and that’s definitely impacting your sleep. It’s tough when your mind is racing with thoughts, especially about something as significant as your health. Have you found anything that helps you relax or wind down at night, or would you like to explore some strategies together? I'm here to support you.",1243,0.000218,59
12,Yesterday I actually felt normal for a few hours and it was such a relief. But then the anxiety came back.,3️⃣ LLM Only (No rule-based input),joy,fear,joy,"{'sadness': 0.40843281149864197, 'joy': 0.9969804883003235, 'love': 0.07871262729167938, 'anger': 0.17511683702468872, 'fear': 0.30850496888160706, 'surprise': 0.21833884716033936}","{'sadness': 0.226797, 'joy': 0.267386, 'fear': 0.398457, 'disgust': 0.005686, 'anger': 0.020399}","{'joy': 0.705142692980194, 'sadness': 0.33577848689918516, 'anger': 0.11322970221481324, 'fear': 0.34448578132896424, 'disgust': 0.0022744, 'surprise': 0.1310033082962036}","It sounds like having that brief moment of feeling normal was such a relief for you, and it's completely understandable that the return of anxiety feels frustrating. Those fleeting moments of ease can bring hope, but it’s tough when anxiety creeps back in. It’s okay to ride the waves of these emotions. If you’d like to talk more about what helped you feel normal or how you’re coping with the anxiety right now, I’m here to listen.",1364,0.000245,77
13,"I'm trying to act normal around my kids, but I think they can sense something is wrong. I feel guilty for putting this burden on them indirectly.",3️⃣ LLM Only (No rule-based input),sadness,sadness,sadness,"{'sadness': 0.9990013241767883, 'joy': 0.31665468215942383, 'love': 0.18832843005657196, 'anger': 0.2089013159275055, 'fear': 0.23644790053367615, 'surprise': 0.15531538426876068}","{'sadness': 0.648829, 'joy': 0.008865, 'fear': 0.082805, 'disgust': 0.066444, 'anger': 0.08601}","{'joy': 0.19353880929565428, 'sadness': 0.858932394506073, 'anger': 0.15974478955650329, 'fear': 0.1749907403202057, 'disgust': 0.026577600000000003, 'surprise': 0.0931892305612564}","It sounds like you’re feeling a mix of worry and guilt about how your situation is affecting your kids. It’s understandable to want to protect them from stress while also managing your own feelings. Kids can often pick up on their parents’ emotions, and it’s natural to feel conflicted about that. Remember, it’s okay to acknowledge your feelings; it’s part of being human. If you want to talk more about how you’re navigating this balance, I’m here for you.",1499,0.000269,79
14,"One of my friends asked me to go out this weekend, but I don't know if I can fake being happy right now.",3️⃣ LLM Only (No rule-based input),joy,sadness,joy,"{'sadness': 0.9237816333770752, 'joy': 0.9875176548957825, 'love': 0.10426957905292511, 'anger': 0.16815735399723053, 'fear': 0.22782589495182037, 'surprise': 0.09228325635194778}","{'sadness': 0.280488, 'joy': 0.226679, 'fear': 0.012808, 'disgust': 0.009649, 'anger': 0.040753}","{'joy': 0.6831821929374694, 'sadness': 0.6664641800262452, 'anger': 0.11719561239833831, 'fear': 0.1418187369710922, 'disgust': 0.0038596, 'surprise': 0.055369953811168666}","It sounds like you’re feeling really conflicted about socializing right now. It’s okay to not feel up to putting on a happy front, especially when you’re dealing with so much uncertainty. Sometimes it’s better to prioritize your own well-being. If going out feels like too much, it’s completely fine to take a step back. Your friends will understand, especially if they care about you. If you want to talk more about it or how you’re feeling, I’m here for you.",1632,0.00029,80
15,"I've been researching survival rates, treatment options, everything. I feel like I'm preparing for the worst.",3️⃣ LLM Only (No rule-based input),joy,fear,fear,"{'sadness': 0.8668696880340576, 'joy': 0.9777259230613708, 'love': 0.07200881838798523, 'anger': 0.24363170564174652, 'fear': 0.6580589413642883, 'surprise': 0.06226654723286629}","{'sadness': 0.140707, 'joy': 0.034305, 'fear': 0.577738, 'disgust': 0.089914, 'anger': 0.13663}","{'joy': 0.6003575538368225, 'sadness': 0.5764046128204345, 'anger': 0.2008310233850479, 'fear': 0.625930564818573, 'disgust': 0.0359656, 'surprise': 0.037359928339719774}","It sounds like you’re feeling a lot of anxiety and perhaps a sense of dread as you’re preparing for what might come. It’s completely understandable to want to gather information and be prepared, but it can also be overwhelming when focusing on the worst-case scenarios. If you need to talk about your feelings or just want some support as you navigate this tough time, I'm here for you.",1737,0.000295,68
16,"But honestly, some of that research made me feel a bit better. Not all cases are as bad as I thought.",3️⃣ LLM Only (No rule-based input),joy,sadness,joy,"{'sadness': 0.45756247639656067, 'joy': 0.9987909197807312, 'love': 0.2674523890018463, 'anger': 0.1005764901638031, 'fear': 0.12871958315372467, 'surprise': 0.15489749610424042}","{'sadness': 0.452904, 'joy': 0.369454, 'fear': 0.24599, 'disgust': 0.04647, 'anger': 0.044817}","{'joy': 0.7470561518684387, 'sadness': 0.4556990858379364, 'anger': 0.07827269409828186, 'fear': 0.17562774989223479, 'disgust': 0.018588, 'surprise': 0.09293849766254425}","I'm really glad to hear that some of the research helped ease your mind a bit. It’s a relief to find information that offers a more hopeful perspective. Finding a balance in what you read can be beneficial, and holding onto that sense of hope is so important. If you want to talk about what you found that made you feel better or any other thoughts you have, I'm here for you.",1848,0.000313,72
17,I keep telling myself that many people get concerning results that turn out to be nothing. Maybe I'll be one of them.,3️⃣ LLM Only (No rule-based input),love,joy,anger,"{'sadness': 0.1023889034986496, 'joy': 0.515963077545166, 'love': 0.9301721453666687, 'anger': 0.8762214779853821, 'fear': 0.23507431149482727, 'surprise': 0.10322421044111252}","{'sadness': 0.274198, 'joy': 0.33677, 'fear': 0.069681, 'disgust': 0.030635, 'anger': 0.080941}","{'joy': 0.44428584652709957, 'sadness': 0.17111254209918975, 'anger': 0.5581092867912292, 'fear': 0.16891698689689638, 'disgust': 0.012254000000000001, 'surprise': 0.06193452626466751}","It sounds like you're trying to hold onto hope and reassure yourself, which is a positive and important mindset during this uncertain time. It’s natural to want to cling to the possibility that things might turn out well. That kind of optimism can be a source of comfort. If you want to share more about your thoughts or feelings, I'm here to listen and support you.",1953,0.000326,66
18,"I started journaling about my feelings. It helps a little, but it also makes everything feel more real.",3️⃣ LLM Only (No rule-based input),joy,joy,joy,"{'sadness': 0.29112011194229126, 'joy': 0.9989815354347229, 'love': 0.2298765778541565, 'anger': 0.07888336479663849, 'fear': 0.14643871784210205, 'surprise': 0.36041730642318726}","{'sadness': 0.236583, 'joy': 0.784058, 'fear': 0.040077, 'disgust': 0.010097, 'anger': 0.012638}","{'joy': 0.9130121212608338, 'sadness': 0.26930526716537473, 'anger': 0.05238521887798309, 'fear': 0.10389403070526122, 'disgust': 0.0040388, 'surprise': 0.21625038385391235}","It sounds like journaling is providing you with a way to express your feelings, but it's also bringing some of the intensity of your emotions to the surface. It’s completely normal for writing about your thoughts to make everything feel more tangible and real. While it can be challenging to confront those feelings, it may also offer some clarity and relief. If you’d like to discuss what you've been writing about or how it makes you feel, I'm here to listen.",2074,0.000352,81
19,I had a moment this morning where I just broke down crying. I couldn't hold it in anymore.,3️⃣ LLM Only (No rule-based input),sadness,sadness,sadness,"{'sadness': 0.9982693195343018, 'joy': 0.20056511461734772, 'love': 0.1468711942434311, 'anger': 0.2375914752483368, 'fear': 0.5260946750640869, 'surprise': 0.1417599320411682}","{'sadness': 0.899131, 'joy': 0.00618, 'fear': 0.122376, 'disgust': 0.01931, 'anger': 0.046271}","{'joy': 0.12281106877040862, 'sadness': 0.9586139917205811, 'anger': 0.1610632851490021, 'fear': 0.3646072050384521, 'disgust': 0.007724000000000001, 'surprise': 0.08505595922470092}","It sounds like you were overwhelmed and finally allowed yourself to release some of that pent-up emotion. Crying can be a powerful way to let out the feelings that have been building inside. It’s okay to feel that way; you’re going through a really tough time. If you want to talk about what led up to that moment or how you’re feeling now, I’m here for you.",2181,0.000363,67
20,"After that, I actually felt a little lighter. Like I needed to let those emotions out.",3️⃣ LLM Only (No rule-based input),joy,joy,joy,"{'sadness': 0.8814743757247925, 'joy': 0.985531210899353, 'love': 0.47692278027534485, 'anger': 0.16131509840488434, 'fear': 0.19949932396411896, 'surprise': 0.053263306617736816}","{'sadness': 0.282715, 'joy': 0.543315, 'fear': 0.065998, 'disgust': 0.02123, 'anger': 0.026371}","{'joy': 0.8086447265396118, 'sadness': 0.6419706254348755, 'anger': 0.1073374590429306, 'fear': 0.14609879437847137, 'disgust': 0.008492, 'surprise': 0.03195798397064209}","It’s great to hear that you felt a bit lighter after letting those emotions out. Sometimes, expressing what’s inside can be such a relief and can help you process everything you’re going through. It’s important to give yourself permission to feel and express those feelings. If you’d like to share more about that experience or how you’re feeling now, I’m here to listen.",2284,0.000377,63
21,"I decided to tell my sister today. She's being really supportive, which helps, but now I see the worry in her face too.",3️⃣ LLM Only (No rule-based input),love,joy,joy,"{'sadness': 0.18534277379512787, 'joy': 0.5674436688423157, 'love': 0.9973902106285095, 'anger': 0.2153661549091339, 'fear': 0.18141032755374908, 'surprise': 0.14675594866275787}","{'sadness': 0.179984, 'joy': 0.528762, 'fear': 0.128836, 'disgust': 0.020623, 'anger': 0.0277}","{'joy': 0.5519710013053893, 'sadness': 0.18319926427707672, 'anger': 0.14029969294548034, 'fear': 0.16038059653224945, 'disgust': 0.0082492, 'surprise': 0.08805356919765472}","It sounds like sharing your situation with your sister has brought some relief but also added a layer of concern for both of you. It’s natural for loved ones to feel worried when someone they care about is facing uncertainty. It’s wonderful that she’s being supportive, and having someone to talk to can be a big help. If you want to share more about your conversation or how you’re feeling about her reaction, I’m here for you.",2407,0.000401,77
22,She suggested I talk to someone professionally while I wait for results. A therapist or counselor.,3️⃣ LLM Only (No rule-based input),joy,joy,joy,"{'sadness': 0.4168696403503418, 'joy': 0.9535715579986572, 'love': 0.1088203564286232, 'anger': 0.7974095940589905, 'fear': 0.5061109066009521, 'surprise': 0.06142626702785492}","{'sadness': 0.267638, 'joy': 0.462863, 'fear': 0.316585, 'disgust': 0.017272, 'anger': 0.05429}","{'joy': 0.7572881347991943, 'sadness': 0.3571769842102051, 'anger': 0.5001617564353943, 'fear': 0.43030054396057127, 'disgust': 0.0069088, 'surprise': 0.03685576021671295}","It sounds like your sister is really looking out for you and wants to make sure you have the support you need during this difficult time. Talking to a therapist or counselor can be a great way to process your feelings more deeply and find healthy coping strategies. It’s understandable that you might have mixed feelings about this suggestion, but it can really help to have someone to talk to who understands what you’re going through. If you have any concerns about it or want to discuss it further, I’m here to listen.",2535,0.000426,93
23,"I'm thinking about it. Part of me wants to talk to someone, but another part feels like I'd be admitting I can't handle this.",3️⃣ LLM Only (No rule-based input),joy,sadness,joy,"{'sadness': 0.8704485297203064, 'joy': 0.9622913002967834, 'love': 0.26883265376091003, 'anger': 0.08521970361471176, 'fear': 0.48780301213264465, 'surprise': 0.08344624191522598}","{'sadness': 0.286472, 'joy': 0.155127, 'fear': 0.27358, 'disgust': 0.0171, 'anger': 0.152094}","{'joy': 0.63942558017807, 'sadness': 0.6368579178321838, 'anger': 0.11196942216882706, 'fear': 0.4021138072795868, 'disgust': 0.006840000000000001, 'surprise': 0.05006774514913559}","It sounds like you’re feeling a mix of uncertainty and vulnerability. It’s completely understandable to feel hesitant about reaching out for extra support, as it can feel like admitting you’re struggling. However, seeking help doesn’t mean you can’t handle things—it can be a sign of strength and self-care. Talking to someone can provide you with tools and support to navigate this challenging time. If you want to explore those feelings further or talk about why you’re considering it, I’m here for you.",2669,0.000445,82
24,"I'm trying to focus on the things I can control - eating healthy, exercising, sleeping well - it gives me a sense of agency.",3️⃣ LLM Only (No rule-based input),joy,joy,joy,"{'sadness': 0.42471733689308167, 'joy': 0.9986048340797424, 'love': 0.18928685784339905, 'anger': 0.17008772492408752, 'fear': 0.15109741687774658, 'surprise': 0.13962914049625397}","{'sadness': 0.070279, 'joy': 0.914334, 'fear': 0.087391, 'disgust': 0.008465, 'anger': 0.028326}","{'joy': 0.9648965004478455, 'sadness': 0.282942002135849, 'anger': 0.11338303495445251, 'fear': 0.12561485012664794, 'disgust': 0.003386, 'surprise': 0.08377748429775238}","It sounds like you’re finding a way to cope and regain a sense of control in a situation that feels uncertain. Focusing on aspects of your life that you can manage, like your health and routine, can be empowering and helpful during tough times. It’s great that you’re taking proactive steps for your well-being. If you’d like to share more about your routines or how you’re feeling while doing this, I’m here for you.",2793,0.000459,74
25,I guess what I'm trying to do is hold onto hope while being realistic about the uncertainty. Some days are easier than others.,3️⃣ LLM Only (No rule-based input),joy,joy,joy,"{'sadness': 0.33263570070266724, 'joy': 0.9982292056083679, 'love': 0.14719481766223907, 'anger': 0.12857787311077118, 'fear': 0.2937784790992737, 'surprise': 0.22817839682102203}","{'sadness': 0.28604, 'joy': 0.604452, 'fear': 0.197172, 'disgust': 0.015762, 'anger': 0.014293}","{'joy': 0.8407183233650207, 'sadness': 0.3139974204216004, 'anger': 0.08286392386646271, 'fear': 0.2551358874595642, 'disgust': 0.006304800000000001, 'surprise': 0.1369070380926132}","It sounds like you’re navigating a challenging balance between hope and the practicality of uncertainty. It’s completely normal to have fluctuations in your emotions—some days will feel lighter, while others might be more difficult. Acknowledging both your hope and your concerns is a significant step. If you want to talk more about what helps you stay hopeful or about the tougher days, I’m here to listen.",2905,0.000471,66
