turn,user,mode,hf_label,ibm_label,final_label,hf_scores,ibm_scores,merged_scores,bot_reply,tokens_used,cost_usd,response_length
11,I don't know what to do with myself. Everything feels surreal and I'm just walking around in a daze.,3️⃣ LLM Only (No rule-based input),fear,sadness,fear,"{'sadness': 0.19118152558803558, 'joy': 0.2782640755176544, 'love': 0.09906817227602005, 'anger': 0.14627119898796082, 'fear': 0.9903666973114014, 'surprise': 0.8980186581611633}","{'sadness': 0.54379, 'joy': 0.117105, 'fear': 0.130052, 'disgust': 0.026888, 'anger': 0.077089}","{'joy': 0.21380044531059264, 'sadness': 0.3322249153528214, 'anger': 0.11859831939277649, 'fear': 0.6462408183868408, 'disgust': 0.0107552, 'surprise': 0.5388111948966979}","It sounds like you're feeling really lost and disoriented right now, which is completely understandable given what you've just experienced. It's common to feel like everything is in a haze during such overwhelming moments. Take things one step at a time, and give yourself permission to feel however you need to. If you want to talk about it or share more about how you're feeling, I'm here for you.",1226,0.000219,69
12,I have to plan a funeral. How am I supposed to pick a casket and flowers and hymns when my dad is dead? This doesn't make sense.,3️⃣ LLM Only (No rule-based input),sadness,sadness,sadness,"{'sadness': 0.9815763235092163, 'joy': 0.2774997651576996, 'love': 0.06019268184900284, 'anger': 0.32878485321998596, 'fear': 0.9266915917396545, 'surprise': 0.20130552351474762}","{'sadness': 0.494076, 'joy': 0.017022, 'fear': 0.119748, 'disgust': 0.02723, 'anger': 0.227488}","{'joy': 0.17330865909461976, 'sadness': 0.7865761941055297, 'anger': 0.2882661119319916, 'fear': 0.6039141550437928, 'disgust': 0.010892, 'surprise': 0.12078331410884857}","It sounds like you're feeling overwhelmed and confused about having to make such difficult decisions while you're still processing your loss. It can feel so surreal to be faced with practical matters when all you want is to hold onto your loved one. It's okay to feel this way; you're in a really tough spot. Take your time with the planning, and remember that it’s okay to ask for help from family or friends during this process. If you want to talk more about what you're dealing with, I'm here for you.",1367,0.000251,92
13,His things are still in his room. His watch is on the nightstand. His reading glasses. I can't look at them.,3️⃣ LLM Only (No rule-based input),fear,joy,sadness,"{'sadness': 0.9360138177871704, 'joy': 0.11899901181459427, 'love': 0.04598569497466087, 'anger': 0.6476531624794006, 'fear': 0.9740787148475647, 'surprise': 0.1305190622806549}","{'sadness': 0.272999, 'joy': 0.313112, 'fear': 0.206469, 'disgust': 0.044048, 'anger': 0.097551}","{'joy': 0.19664420708875657, 'sadness': 0.6708078906723023, 'anger': 0.4276122974876404, 'fear': 0.6670348289085388, 'disgust': 0.017619199999999998, 'surprise': 0.07831143736839294}","I can imagine how painful it must be to see his belongings, especially when they serve as constant reminders of his absence. It's completely normal to feel overwhelmed by those reminders; they can intensify the sense of loss. If it's too tough to look at them right now, it's okay to put them away or take a step back. Allowing yourself that space can be important as you navigate through your grief. If you’d like to talk more about it, I’m here for you.",1498,0.000268,84
14,I found some old letters he wrote to me years ago. I didn't even know he kept them. I'm reading them over and over.,3️⃣ LLM Only (No rule-based input),sadness,sadness,sadness,"{'sadness': 0.9303833842277527, 'joy': 0.7545908093452454, 'love': 0.3395538330078125, 'anger': 0.592725932598114, 'fear': 0.25666284561157227, 'surprise': 0.0732375904917717}","{'sadness': 0.409238, 'joy': 0.343618, 'fear': 0.107985, 'disgust': 0.03514, 'anger': 0.062146}","{'joy': 0.5902016856071473, 'sadness': 0.7219252305366516, 'anger': 0.3804939595588684, 'fear': 0.19719170736694336, 'disgust': 0.014055999999999999, 'surprise': 0.04394255429506302}","It sounds like you've stumbled upon something really special and meaningful. Finding those old letters must bring a mix of emotions—nostalgia, love, and perhaps a sense of comfort as you remember your dad through his words. It’s okay to hold onto those memories and let them help you during this difficult time. If you want to share more about what the letters say or how they make you feel, I’m here to listen.",1618,0.000281,73
15,"My friends keep calling but I don't know what to say to them. I appreciate it, but I also just want to be alone.",3️⃣ LLM Only (No rule-based input),sadness,sadness,sadness,"{'sadness': 0.9983769655227661, 'joy': 0.4929606020450592, 'love': 0.22158128023147583, 'anger': 0.4288819432258606, 'fear': 0.11882773786783218, 'surprise': 0.07180876284837723}","{'sadness': 0.37709, 'joy': 0.222764, 'fear': 0.092934, 'disgust': 0.02615, 'anger': 0.089856}","{'joy': 0.3848819612270355, 'sadness': 0.7498621793136596, 'anger': 0.29327156593551634, 'fear': 0.10847024272069931, 'disgust': 0.01046, 'surprise': 0.04308525770902633}","It sounds like you're feeling a mix of gratitude and the need for solitude right now. It's perfectly okay to want some time to yourself while also appreciating your friends’ support. You can let them know that you appreciate their calls but need some space to process your feelings. If you want to talk more about what you’re feeling or how to handle those calls, I'm here for you.",1729,0.000294,69
16,"I'm exhausted but I can't sleep. When I close my eyes, I see him in the hospital bed and I just start crying again.",3️⃣ LLM Only (No rule-based input),sadness,sadness,sadness,"{'sadness': 0.9925175905227661, 'joy': 0.12314099818468094, 'love': 0.11312135308980942, 'anger': 0.23425495624542236, 'fear': 0.9338000416755676, 'surprise': 0.13840332627296448}","{'sadness': 0.74366, 'joy': 0.009347, 'fear': 0.270591, 'disgust': 0.008847, 'anger': 0.066857}","{'joy': 0.07762339891080856, 'sadness': 0.8929745543136596, 'anger': 0.16729577374725343, 'fear': 0.6685164250053406, 'disgust': 0.0035388000000000004, 'surprise': 0.08304199576377869}","I'm really sorry to hear that you're feeling so exhausted and emotionally drained. It's completely normal for memories to flood your mind when you try to rest, especially after such a profound loss. Allowing yourself to cry is part of the healing process, but it can also be incredibly tiring. If you’re struggling to rest, perhaps gently distracting yourself with something calming, like a favorite book or music, might help. Just know that it's okay to take your time in processing everything. If you want to talk more about it, I'm here for you.",1872,0.000329,94
17,"Some moments I forget he's gone, and then it hits me all over again like it's the first time I'm hearing it.",3️⃣ LLM Only (No rule-based input),sadness,joy,sadness,"{'sadness': 0.9418080449104309, 'joy': 0.6025397777557373, 'love': 0.07869046926498413, 'anger': 0.29785066843032837, 'fear': 0.7679020166397095, 'surprise': 0.28812968730926514}","{'sadness': 0.105018, 'joy': 0.459631, 'fear': 0.12729, 'disgust': 0.030517, 'anger': 0.082877}","{'joy': 0.5453762666534424, 'sadness': 0.6070920269462585, 'anger': 0.21186120105819703, 'fear': 0.5116572099838257, 'disgust': 0.0122068, 'surprise': 0.17287781238555908}","It sounds like you’re experiencing a wave of disbelief and renewed pain that can come with grief. Those moments of forgetting, followed by sudden reminders of your loss, can be really jarring and heart-wrenching. It’s a normal part of the grieving process, and it’s okay to feel that intensity. If you want to share more about those feelings or how you’re coping, I’m here to listen.",1987,0.000335,66
18,I'm looking through photo albums. There's one of him teaching me to ride a bike. He looks so happy. So alive.,3️⃣ LLM Only (No rule-based input),joy,joy,joy,"{'sadness': 0.3713092505931854, 'joy': 0.9989396929740906, 'love': 0.2321685403585434, 'anger': 0.12027338892221451, 'fear': 0.10736510902643204, 'surprise': 0.20512571930885315}","{'sadness': 0.215825, 'joy': 0.744725, 'fear': 0.073325, 'disgust': 0.009272, 'anger': 0.029105}","{'joy': 0.8972538157844543, 'sadness': 0.30911555035591126, 'anger': 0.0838060333533287, 'fear': 0.09374906541585923, 'disgust': 0.0037088000000000004, 'surprise': 0.12307543158531188}","It sounds like you’re feeling a mix of nostalgia and heartache as you look through those photos. Remembering those joyful moments can bring both comfort and sorrow, especially when you reflect on how alive and happy he looked. It’s okay to feel that depth of emotion. If you’d like to share more about those memories or how they’re affecting you, I’m here for you.",2097,0.000349,64
19,"I'm angry at him for not taking better care of himself. If he'd exercised more, eaten better, maybe he'd still be here.",3️⃣ LLM Only (No rule-based input),anger,anger,anger,"{'sadness': 0.31087374687194824, 'joy': 0.17405466735363007, 'love': 0.14174622297286987, 'anger': 0.9981122016906738, 'fear': 0.2771303951740265, 'surprise': 0.12930530309677124}","{'sadness': 0.061577, 'joy': 0.130133, 'fear': 0.071929, 'disgust': 0.007276, 'anger': 0.574572}","{'joy': 0.15648600041217803, 'sadness': 0.21115504812316896, 'anger': 0.8286961210144044, 'fear': 0.1950498371044159, 'disgust': 0.0029104000000000005, 'surprise': 0.07758318185806275}","It's completely natural to feel anger in situations like this, especially when you’re grappling with loss. It’s tough to accept that things might have been different if choices had been made differently. Those feelings are part of the complex process of grief. It’s okay to express that anger and frustration. If you want to talk about it more or share other feelings you might be experiencing, I’m here for you.",2213,0.000369,70
20,But then I feel guilty for being angry. He's gone and he can't defend himself. He didn't want to leave us.,3️⃣ LLM Only (No rule-based input),sadness,anger,sadness,"{'sadness': 0.9990717172622681, 'joy': 0.215474933385849, 'love': 0.17052286863327026, 'anger': 0.22402119636535645, 'fear': 0.27513208985328674, 'surprise': 0.18758752942085266}","{'sadness': 0.368695, 'joy': 0.007288, 'fear': 0.105672, 'disgust': 0.073741, 'anger': 0.434214}","{'joy': 0.1322001600315094, 'sadness': 0.7469210303573608, 'anger': 0.3080983178192138, 'fear': 0.20734805391197203, 'disgust': 0.029496400000000002, 'surprise': 0.11255251765251159}","It sounds like you're dealing with a lot of conflicting emotions right now—anger and guilt, alongside your grief. It’s completely normal to feel that way, and it's okay to recognize that you have these feelings. Grief can bring up a whirlwind of emotions, and they can all coexist. Remember that your feelings are valid, and it's part of the process to experience the full range of emotions when you lose someone you love. If you want to talk more about it, I'm here for you.",2344,0.000396,85
21,I've been thinking about all the things he'll miss. My sister's wedding next year. Grandchildren he'll never meet. It's overwhelming.,3️⃣ LLM Only (No rule-based input),joy,sadness,joy,"{'sadness': 0.9457982182502747, 'joy': 0.9698549509048462, 'love': 0.36561307311058044, 'anger': 0.07101227343082428, 'fear': 0.23309805989265442, 'surprise': 0.15280215442180634}","{'sadness': 0.454321, 'joy': 0.424659, 'fear': 0.069502, 'disgust': 0.010019, 'anger': 0.020758}","{'joy': 0.7517765705429077, 'sadness': 0.7492073309501648, 'anger': 0.05091056405849456, 'fear': 0.16765963593559263, 'disgust': 0.0040076, 'surprise': 0.09168129265308379}","It sounds like you're feeling an immense weight of sadness and loss as you think about all the milestones your dad will miss. It's completely understandable to feel overwhelmed by those thoughts. The absence of your loved one during such significant moments can be incredibly painful. Allowing yourself to grieve the future you envisioned together is an important part of the healing process. If you want to share more about your feelings or those future events, I'm here for you.",2466,0.000409,80
22,"I'm starting to accept that he's really gone. Not in a peaceful way yet, but I'm starting to understand the finality of it.",3️⃣ LLM Only (No rule-based input),joy,joy,joy,"{'sadness': 0.6900184154510498, 'joy': 0.9974959492683411, 'love': 0.19957900047302246, 'anger': 0.1397632509469986, 'fear': 0.18373702466487885, 'surprise': 0.12442629784345627}","{'sadness': 0.219038, 'joy': 0.362685, 'fear': 0.094574, 'disgust': 0.013621, 'anger': 0.04438}","{'joy': 0.7435715695610047, 'sadness': 0.5016262492706298, 'anger': 0.10160995056819916, 'fear': 0.1480718147989273, 'disgust': 0.0054484, 'surprise': 0.07465577870607376}","It sounds like you’re beginning to grapple with the harsh reality of your loss, even if it doesn’t feel peaceful yet. Coming to terms with the finality of it all can be a painful but important part of the grieving process. It’s okay to feel unsettled as you navigate these emotions, and it’s a sign that you’re moving through your grief in your own way. If you want to talk more about what this acceptance feels like for you or how you're coping, I'm here for you.",2602,0.000436,87
23,I told my therapist today that I feel like a part of me died with him. She said that grief is actually an expression of love.,3️⃣ LLM Only (No rule-based input),sadness,sadness,sadness,"{'sadness': 0.9965511560440063, 'joy': 0.42267271876335144, 'love': 0.2781725227832794, 'anger': 0.16363564133644104, 'fear': 0.3043562173843384, 'surprise': 0.29108095169067383}","{'sadness': 0.878227, 'joy': 0.086578, 'fear': 0.128355, 'disgust': 0.004281, 'anger': 0.011417}","{'joy': 0.28823483125801086, 'sadness': 0.9492214936264038, 'anger': 0.10274818480186462, 'fear': 0.23395573043060303, 'disgust': 0.0017124000000000002, 'surprise': 0.17464857101440429}","It sounds like you’re experiencing a deep sense of loss and heartbreak. What your therapist said about grief being an expression of love can be a comforting perspective, even if it feels difficult to accept right now. It’s a testament to the bond you had with your dad and how much he meant to you. Allowing yourself to feel that grief is part of honoring that love. If you want to share more about your thoughts or feelings, I’m here for you.",2731,0.000452,82
24,"I found myself smiling today when I remembered a funny story he used to tell. It hurt, but it was also a little comforting.",3️⃣ LLM Only (No rule-based input),love,joy,joy,"{'sadness': 0.33697277307510376, 'joy': 0.9255269765853882, 'love': 0.9729309678077698, 'anger': 0.06215151026844978, 'fear': 0.16364750266075134, 'surprise': 0.28063783049583435}","{'sadness': 0.263973, 'joy': 0.722123, 'fear': 0.062988, 'disgust': 0.007894, 'anger': 0.013391}","{'joy': 0.8441653859512328, 'sadness': 0.30777286384506225, 'anger': 0.042647306161069876, 'fear': 0.1233837015964508, 'disgust': 0.0031576, 'surprise': 0.1683826982975006}","It sounds like you're experiencing a bittersweet mix of emotions—feeling joy and comfort in the memories while also feeling the pain of his absence. It’s completely normal to find solace in fond memories, even if they come with a hint of sadness. Cherishing those moments can be a beautiful way to honor his memory. If you'd like to share the story or talk more about how you're feeling, I'm here for you.",2850,0.000465,72
25,I'm realizing that I can feel grief and gratitude at the same time. I'm so grateful for the time we had together.,3️⃣ LLM Only (No rule-based input),joy,joy,joy,"{'sadness': 0.23317593336105347, 'joy': 0.9918451905250549, 'love': 0.9725387692451477, 'anger': 0.0824396014213562, 'fear': 0.05159489065408707, 'surprise': 0.11858414113521576}","{'sadness': 0.3789, 'joy': 0.785897, 'fear': 0.017197, 'disgust': 0.001339, 'anger': 0.007833}","{'joy': 0.909465914315033, 'sadness': 0.2914655600166321, 'anger': 0.05259696085281372, 'fear': 0.03783573439245224, 'disgust': 0.0005356, 'surprise': 0.07115048468112946}","It's wonderful to hear that you're recognizing the coexistence of grief and gratitude. It speaks to the depth of your relationship with your dad and the meaningful moments you shared. Feeling both emotions at the same time shows how impactful he was in your life. It's okay to hold onto those precious memories while also wrestling with your grief. If you'd like to talk more about your feelings or share specific memories, I'm here to listen.",2965,0.000482,76
26,I think I'm going to plant a tree in his memory. Something that will grow and remind me of him. It feels like the right thing to do.,3️⃣ LLM Only (No rule-based input),joy,joy,joy,"{'sadness': 0.23386579751968384, 'joy': 0.9984561204910278, 'love': 0.743587851524353, 'anger': 0.12555234134197235, 'fear': 0.06529375165700912, 'surprise': 0.1436637043952942}","{'sadness': 0.191578, 'joy': 0.694797, 'fear': 0.08649, 'disgust': 0.011984, 'anger': 0.023346}","{'joy': 0.8769924722946167, 'sadness': 0.2169506785118103, 'anger': 0.08466980480518341, 'fear': 0.07377225099420548, 'disgust': 0.0047936, 'surprise': 0.08619822263717651}","That sounds like a beautiful way to honor your dad’s memory. Planting a tree creates a living tribute that will grow and thrive, just like the memories you have of him. It can be a comforting reminder of your bond and a place to reflect on the love you shared. If you’d like to share more about the type of tree you’re considering or what this means to you, I’m here to listen.",3088,0.000501,73
