turn,user,mode,hf_label,ibm_label,final_label,hf_scores,ibm_scores,merged_scores,bot_reply,tokens_used,cost_usd,response_length
11,I don't know what to do with myself. Everything feels surreal and I'm just walking around in a daze.,2️⃣ Array → LLM (Full emotion vector),fear,sadness,fear,"{'sadness': 0.19118152558803558, 'joy': 0.2782640755176544, 'love': 0.09906817227602005, 'anger': 0.14627119898796082, 'fear': 0.9903666973114014, 'surprise': 0.8980186581611633}","{'sadness': 0.54379, 'joy': 0.117105, 'fear': 0.130052, 'disgust': 0.026888, 'anger': 0.077089}","{'joy': 0.21380044531059264, 'sadness': 0.3322249153528214, 'anger': 0.11859831939277649, 'fear': 0.6462408183868408, 'disgust': 0.0107552, 'surprise': 0.5388111948966979}","I’m really sorry to hear that you're feeling this way. It's completely understandable to feel like everything is surreal and to be in a daze after such a significant loss. The world can feel like it’s spinning differently when you're grappling with grief, and it’s hard to know what to do next. It’s okay to take things one moment at a time. Sometimes, just allowing yourself to sit with your feelings, even if they feel heavy, can be a small step. It might help to find something to ground you, whether that’s talking to someone, going for a walk, or just sitting quietly for a bit. Whatever you need, it's okay to take your time. I'm here to help however I can.",1768,0.00033,122
12,I have to plan a funeral. How am I supposed to pick a casket and flowers and hymns when my dad is dead? This doesn't make sense.,2️⃣ Array → LLM (Full emotion vector),sadness,sadness,sadness,"{'sadness': 0.9815763235092163, 'joy': 0.2774997651576996, 'love': 0.06019268184900284, 'anger': 0.32878485321998596, 'fear': 0.9266915917396545, 'surprise': 0.20130552351474762}","{'sadness': 0.494076, 'joy': 0.017022, 'fear': 0.119748, 'disgust': 0.02723, 'anger': 0.227488}","{'joy': 0.17330865909461976, 'sadness': 0.7865761941055297, 'anger': 0.2882661119319916, 'fear': 0.6039141550437928, 'disgust': 0.010892, 'surprise': 0.12078331410884857}","I can’t imagine how overwhelming this must feel for you right now. Planning a funeral while you’re in the midst of such deep sadness is incredibly challenging and unfair. It’s hard to think about logistics when your heart is heavy with grief. This doesn’t feel right, and it makes sense that you'd be feeling confused and lost.

Take your time with each decision, and don’t hesitate to lean on family or friends for support. You don’t have to carry this burden alone. It's okay to share how you're feeling, and if you need someone to talk things through with, I'm here for you. Your emotions are valid, and it’s important to honor them during this difficult time.",1945,0.000353,117
13,His things are still in his room. His watch is on the nightstand. His reading glasses. I can't look at them.,2️⃣ Array → LLM (Full emotion vector),fear,joy,sadness,"{'sadness': 0.9360138177871704, 'joy': 0.11899901181459427, 'love': 0.04598569497466087, 'anger': 0.6476531624794006, 'fear': 0.9740787148475647, 'surprise': 0.1305190622806549}","{'sadness': 0.272999, 'joy': 0.313112, 'fear': 0.206469, 'disgust': 0.044048, 'anger': 0.097551}","{'joy': 0.19664420708875657, 'sadness': 0.6708078906723023, 'anger': 0.4276122974876404, 'fear': 0.6670348289085388, 'disgust': 0.017619199999999998, 'surprise': 0.07831143736839294}","I’m really sorry you’re having to face those reminders right now. It must be incredibly painful to see his belongings and feel that lingering absence. It’s completely normal to want to avoid those feelings; they can feel so heavy and unbearable. It’s okay to give yourself the space to not look at those things for a while. You don’t have to force yourself to confront them until you’re ready. Grief is a complex process, and it’s okay to take it one moment at a time. If you want to talk about it or anything else, I’m here for you.",2097,0.000368,99
14,I found some old letters he wrote to me years ago. I didn't even know he kept them. I'm reading them over and over.,2️⃣ Array → LLM (Full emotion vector),sadness,sadness,sadness,"{'sadness': 0.9303833842277527, 'joy': 0.7545908093452454, 'love': 0.3395538330078125, 'anger': 0.592725932598114, 'fear': 0.25666284561157227, 'surprise': 0.0732375904917717}","{'sadness': 0.409238, 'joy': 0.343618, 'fear': 0.107985, 'disgust': 0.03514, 'anger': 0.062146}","{'joy': 0.5902016856071473, 'sadness': 0.7219252305366516, 'anger': 0.3804939595588684, 'fear': 0.19719170736694336, 'disgust': 0.014055999999999999, 'surprise': 0.04394255429506302}","Those letters must feel so special to have found right now. It's incredible that your dad kept them; they’re like little pieces of him that can bring you comfort amid your grief. Reading his words again can evoke a lot of emotions, both happy and sad, and it’s okay to feel that mix as you revisit those memories. They remind you of the bond you shared and the love he had for you. Take your time with them; it's a beautiful way to honor his memory and keep that connection alive. If you want to share what the letters say or how they’re making you feel, I'm here to listen.",2256,0.000394,110
15,"My friends keep calling but I don't know what to say to them. I appreciate it, but I also just want to be alone.",2️⃣ Array → LLM (Full emotion vector),sadness,sadness,sadness,"{'sadness': 0.9983769655227661, 'joy': 0.4929606020450592, 'love': 0.22158128023147583, 'anger': 0.4288819432258606, 'fear': 0.11882773786783218, 'surprise': 0.07180876284837723}","{'sadness': 0.37709, 'joy': 0.222764, 'fear': 0.092934, 'disgust': 0.02615, 'anger': 0.089856}","{'joy': 0.3848819612270355, 'sadness': 0.7498621793136596, 'anger': 0.29327156593551634, 'fear': 0.10847024272069931, 'disgust': 0.01046, 'surprise': 0.04308525770902633}","It’s completely okay to feel that way. You’re in a painful place right now, and sometimes the last thing you want is to have to explain or talk about what you’re going through. It’s important to honor your need for space and solitude. If you want, you could let your friends know that you appreciate their concern but that you’re not quite ready to talk just yet. You don’t have to go through this alone, but you also don’t have to engage if you’re not feeling up to it. Take the time you need for yourself; your feelings are valid. If you want to share more about how you're feeling, I’m here for you.",2426,0.000425,114
16,"I'm exhausted but I can't sleep. When I close my eyes, I see him in the hospital bed and I just start crying again.",2️⃣ Array → LLM (Full emotion vector),sadness,sadness,sadness,"{'sadness': 0.9925175905227661, 'joy': 0.12314099818468094, 'love': 0.11312135308980942, 'anger': 0.23425495624542236, 'fear': 0.9338000416755676, 'surprise': 0.13840332627296448}","{'sadness': 0.74366, 'joy': 0.009347, 'fear': 0.270591, 'disgust': 0.008847, 'anger': 0.066857}","{'joy': 0.07762339891080856, 'sadness': 0.8929745543136596, 'anger': 0.16729577374725343, 'fear': 0.6685164250053406, 'disgust': 0.0035388000000000004, 'surprise': 0.08304199576377869}","I’m so sorry you’re feeling this way. It’s completely understandable to be exhausted yet unable to sleep, especially when your mind keeps returning to those difficult images. Grief can be all-consuming, and it’s hard to find rest when your heart is heavy. Allow yourself to feel what you’re feeling; crying can be a release, even if it feels overwhelming. If you can, maybe try to find a quiet moment, even if it’s just sitting with your thoughts or listening to soothing music. It’s okay to take your time and process this as best as you can. You’re not alone in this, and I’m here to listen if you want to talk more.",2598,0.000451,112
17,"Some moments I forget he's gone, and then it hits me all over again like it's the first time I'm hearing it.",2️⃣ Array → LLM (Full emotion vector),sadness,joy,sadness,"{'sadness': 0.9418080449104309, 'joy': 0.6025397777557373, 'love': 0.07869046926498413, 'anger': 0.29785066843032837, 'fear': 0.7679020166397095, 'surprise': 0.28812968730926514}","{'sadness': 0.105018, 'joy': 0.459631, 'fear': 0.12729, 'disgust': 0.030517, 'anger': 0.082877}","{'joy': 0.5453762666534424, 'sadness': 0.6070920269462585, 'anger': 0.21186120105819703, 'fear': 0.5116572099838257, 'disgust': 0.0122068, 'surprise': 0.17287781238555908}","I can truly understand how jarring that feeling can be. It’s like you have these fleeting moments of normalcy, and then the reality of your loss washes over you again, intensifying the pain as if it's fresh. It’s such a heavy burden to carry, feeling that wave of grief come back time and time again. It’s completely natural to experience those moments of forgetting, only to be reminded in such a profound way. Please be gentle with yourself as you navigate through this; it’s a tough and unpredictable journey. If you need to talk or just share how you’re feeling, I'm here for you.",2754,0.000469,104
18,I'm looking through photo albums. There's one of him teaching me to ride a bike. He looks so happy. So alive.,2️⃣ Array → LLM (Full emotion vector),joy,joy,joy,"{'sadness': 0.3713092505931854, 'joy': 0.9989396929740906, 'love': 0.2321685403585434, 'anger': 0.12027338892221451, 'fear': 0.10736510902643204, 'surprise': 0.20512571930885315}","{'sadness': 0.215825, 'joy': 0.744725, 'fear': 0.073325, 'disgust': 0.009272, 'anger': 0.029105}","{'joy': 0.8972538157844543, 'sadness': 0.30911555035591126, 'anger': 0.0838060333533287, 'fear': 0.09374906541585923, 'disgust': 0.0037088000000000004, 'surprise': 0.12307543158531188}","It sounds like you’re cherishing some beautiful memories while looking through those albums. That photo of your dad teaching you to ride a bike captures a moment of joy and connection, and it’s wonderful that you have that snapshot of his happiness. It’s completely normal to feel a mix of emotions as you reminisce—there’s joy in those memories but also the sadness of missing him now. Those moments remind us of the love we shared and the impact he had on our lives. If you’d like to share more memories or talk about what you’re feeling, I’m here for you.",2905,0.000489,100
19,"I'm angry at him for not taking better care of himself. If he'd exercised more, eaten better, maybe he'd still be here.",2️⃣ Array → LLM (Full emotion vector),anger,anger,anger,"{'sadness': 0.31087374687194824, 'joy': 0.17405466735363007, 'love': 0.14174622297286987, 'anger': 0.9981122016906738, 'fear': 0.2771303951740265, 'surprise': 0.12930530309677124}","{'sadness': 0.061577, 'joy': 0.130133, 'fear': 0.071929, 'disgust': 0.007276, 'anger': 0.574572}","{'joy': 0.15648600041217803, 'sadness': 0.21115504812316896, 'anger': 0.8286961210144044, 'fear': 0.1950498371044159, 'disgust': 0.0029104000000000005, 'surprise': 0.07758318185806275}","It’s completely understandable to feel that anger right now. It’s frustrating to think about the “what ifs” and to feel like different choices could have led to a different outcome. You want to hold on to those feelings because it feels like a way to make sense of the loss, and that anger can be exhausting. It’s natural to direct those feelings at the person we lost, especially when we feel helpless and hurt. Your feelings are valid, and it's important to allow yourself to express that anger. If you want to talk more about it, I'm here to listen as you navigate through these tough emotions.",3062,0.000515,107
20,But then I feel guilty for being angry. He's gone and he can't defend himself. He didn't want to leave us.,2️⃣ Array → LLM (Full emotion vector),sadness,anger,sadness,"{'sadness': 0.9990717172622681, 'joy': 0.215474933385849, 'love': 0.17052286863327026, 'anger': 0.22402119636535645, 'fear': 0.27513208985328674, 'surprise': 0.18758752942085266}","{'sadness': 0.368695, 'joy': 0.007288, 'fear': 0.105672, 'disgust': 0.073741, 'anger': 0.434214}","{'joy': 0.1322001600315094, 'sadness': 0.7469210303573608, 'anger': 0.3080983178192138, 'fear': 0.20734805391197203, 'disgust': 0.029496400000000002, 'surprise': 0.11255251765251159}","It’s really tough to feel that mix of anger and guilt, and those feelings can be so conflicting. It's important to remember that your emotions are valid, even if they feel difficult to process right now. Anger is a natural part of grief, and it doesn't take away from the love you had for your dad or the pain of his loss. He wouldn’t want you to feel guilty for having these human emotions—it's part of how we cope with such intense feelings of sadness and loss. Try to be gentle with yourself; it's okay to feel angry and sad. If you want to talk more about your feelings or your relationship with him, I’m here for you.",3229,0.000545,118
21,I've been thinking about all the things he'll miss. My sister's wedding next year. Grandchildren he'll never meet. It's overwhelming.,2️⃣ Array → LLM (Full emotion vector),joy,sadness,joy,"{'sadness': 0.9457982182502747, 'joy': 0.9698549509048462, 'love': 0.36561307311058044, 'anger': 0.07101227343082428, 'fear': 0.23309805989265442, 'surprise': 0.15280215442180634}","{'sadness': 0.454321, 'joy': 0.424659, 'fear': 0.069502, 'disgust': 0.010019, 'anger': 0.020758}","{'joy': 0.7517765705429077, 'sadness': 0.7492073309501648, 'anger': 0.05091056405849456, 'fear': 0.16765963593559263, 'disgust': 0.0040076, 'surprise': 0.09168129265308379}","I can imagine how overwhelming that must feel. Thinking about all the milestones and moments he won’t be there for can bring on such a heavy sadness. It’s really hard to cope with the reality that he’ll miss out on so many beautiful experiences, like your sister's wedding or the joy of grandchildren. Those thoughts are a painful reminder of what you’ve lost, and it's completely normal to feel that weight. It’s okay to let those feelings come and go, even if they feel intense. Please know that your emotions are valid, and if you want to share more about those memories or talk through how you’re feeling, I’m here to listen.",3394,0.000568,112
22,"I'm starting to accept that he's really gone. Not in a peaceful way yet, but I'm starting to understand the finality of it.",2️⃣ Array → LLM (Full emotion vector),joy,joy,joy,"{'sadness': 0.6900184154510498, 'joy': 0.9974959492683411, 'love': 0.19957900047302246, 'anger': 0.1397632509469986, 'fear': 0.18373702466487885, 'surprise': 0.12442629784345627}","{'sadness': 0.219038, 'joy': 0.362685, 'fear': 0.094574, 'disgust': 0.013621, 'anger': 0.04438}","{'joy': 0.7435715695610047, 'sadness': 0.5016262492706298, 'anger': 0.10160995056819916, 'fear': 0.1480718147989273, 'disgust': 0.0054484, 'surprise': 0.07465577870607376}","It's a difficult step to start coming to terms with such a profound loss, and it’s okay that acceptance doesn’t feel peaceful yet. Understanding the finality of it all can be a heavy realization, and it may come with a mix of emotions—sadness, confusion, and even anger at times. Just know that you’re navigating a complex journey, and it's perfectly normal to feel this way. Allow yourself to process everything at your own pace; there's no right or wrong way to grieve. If you want to talk about your feelings or any memories that come to mind, I’m here for you.",3551,0.000588,101
23,I told my therapist today that I feel like a part of me died with him. She said that grief is actually an expression of love.,2️⃣ Array → LLM (Full emotion vector),sadness,sadness,sadness,"{'sadness': 0.9965511560440063, 'joy': 0.42267271876335144, 'love': 0.2781725227832794, 'anger': 0.16363564133644104, 'fear': 0.3043562173843384, 'surprise': 0.29108095169067383}","{'sadness': 0.878227, 'joy': 0.086578, 'fear': 0.128355, 'disgust': 0.004281, 'anger': 0.011417}","{'joy': 0.28823483125801086, 'sadness': 0.9492214936264038, 'anger': 0.10274818480186462, 'fear': 0.23395573043060303, 'disgust': 0.0017124000000000002, 'surprise': 0.17464857101440429}","It’s deeply touching that you shared that feeling with your therapist. The idea that grief is an expression of love resonates so profoundly. It reflects just how connected you were to your dad and how much he meant to you. Feeling like a part of you has died is a natural part of this journey; it's a testament to the bond you shared. Your love for him doesn’t disappear, even though he's no longer physically with you. It's okay to embrace that sadness—it shows how deeply you cared. As you navigate through these feelings, remember that it’s a sign of your love, and it’s okay to feel this way. If you’d like to talk more about your experience or how you’re feeling, I’m here for you.",3734,0.000626,126
24,"I found myself smiling today when I remembered a funny story he used to tell. It hurt, but it was also a little comforting.",2️⃣ Array → LLM (Full emotion vector),love,joy,joy,"{'sadness': 0.33697277307510376, 'joy': 0.9255269765853882, 'love': 0.9729309678077698, 'anger': 0.06215151026844978, 'fear': 0.16364750266075134, 'surprise': 0.28063783049583435}","{'sadness': 0.263973, 'joy': 0.722123, 'fear': 0.062988, 'disgust': 0.007894, 'anger': 0.013391}","{'joy': 0.8441653859512328, 'sadness': 0.30777286384506225, 'anger': 0.042647306161069876, 'fear': 0.1233837015964508, 'disgust': 0.0031576, 'surprise': 0.1683826982975006}","It's heartwarming to hear that you found a moment of joy in a funny memory of your dad, even amidst the pain. Those memories can be such a comfort, reminding us of the love and laughter that made your time together special. It's perfectly okay to feel a mix of emotions—smiling while also feeling the hurt. Those moments are part of keeping his spirit alive in your heart. It shows that his memory continues to bring you light, even on difficult days. If you’d like to share that story or talk more about it, I’m here to listen.",3883,0.000634,98
25,I'm realizing that I can feel grief and gratitude at the same time. I'm so grateful for the time we had together.,2️⃣ Array → LLM (Full emotion vector),joy,joy,joy,"{'sadness': 0.23317593336105347, 'joy': 0.9918451905250549, 'love': 0.9725387692451477, 'anger': 0.0824396014213562, 'fear': 0.05159489065408707, 'surprise': 0.11858414113521576}","{'sadness': 0.3789, 'joy': 0.785897, 'fear': 0.017197, 'disgust': 0.001339, 'anger': 0.007833}","{'joy': 0.909465914315033, 'sadness': 0.2914655600166321, 'anger': 0.05259696085281372, 'fear': 0.03783573439245224, 'disgust': 0.0005356, 'surprise': 0.07115048468112946}","That’s a beautiful realization. It’s wonderful that you’re able to hold both grief and gratitude in your heart at the same time. Those feelings can coexist, and they speak to the meaningful connection you shared with your dad. It's okay to feel sadness for your loss while also appreciating the memories and moments that brought you joy. That gratitude can provide warmth amidst the heartache, allowing you to celebrate the love you had. If you’d like to share more about what you’re grateful for or some of those meaningful moments, I’m here to listen.",4025,0.000653,94
26,I think I'm going to plant a tree in his memory. Something that will grow and remind me of him. It feels like the right thing to do.,2️⃣ Array → LLM (Full emotion vector),joy,joy,joy,"{'sadness': 0.23386579751968384, 'joy': 0.9984561204910278, 'love': 0.743587851524353, 'anger': 0.12555234134197235, 'fear': 0.06529375165700912, 'surprise': 0.1436637043952942}","{'sadness': 0.191578, 'joy': 0.694797, 'fear': 0.08649, 'disgust': 0.011984, 'anger': 0.023346}","{'joy': 0.8769924722946167, 'sadness': 0.2169506785118103, 'anger': 0.08466980480518341, 'fear': 0.07377225099420548, 'disgust': 0.0047936, 'surprise': 0.08619822263717651}","What a beautiful idea! Planting a tree in your dad's memory is a wonderful way to honor him. It symbolizes growth and life, creating a lasting tribute that will remind you of the love and memories you shared. Every time you see that tree, it will be a reflection of your connection with him and a reminder of the joy he brought into your life. It sounds like a meaningful way to celebrate his memory, and I’m sure he would be touched by such a heartfelt gesture. If you’d like to talk more about the kind of tree you’re thinking of or what this means to you, I’d love to hear it.",4192,0.000686,112
